dataset,soc_id,sub_case,year,var_id,code,comment,references,source_coded_data,admin_comment
SCCS,101,,,AnnualMeanPrecipitation,173785.6256,,,,
SCCS,102,,,AnnualMeanPrecipitation,157112.2663,,,,
SCCS,103,,,AnnualMeanPrecipitation,95858.65084,,,,
SCCS,104,,,AnnualMeanPrecipitation,96335.55263,,,,
SCCS,105,,,AnnualMeanPrecipitation,154798.1428,,,,
SCCS,106,,,AnnualMeanPrecipitation,219723.2625,,,,
SCCS,107,,,AnnualMeanPrecipitation,209493.3766,,,,
SCCS,108,,,AnnualMeanPrecipitation,302548.2286,,,,
SCCS,109,,,AnnualMeanPrecipitation,281260.5623,,,,
SCCS,110,,,AnnualMeanPrecipitation,240615.9721,,,,
SCCS,111,,,AnnualMeanPrecipitation,268661.4461,,,,
SCCS,112,,,AnnualMeanPrecipitation,167495.6076,,,,
SCCS,113,,,AnnualMeanPrecipitation,108121.6935,,,,
SCCS,114,,,AnnualMeanPrecipitation,124585.9307,,,,
SCCS,115,,,AnnualMeanPrecipitation,53252.18915,,,,
SCCS,116,,,AnnualMeanPrecipitation,79581.19522,,,,
SCCS,117,,,AnnualMeanPrecipitation,132984.2437,,,,
SCCS,118,,,AnnualMeanPrecipitation,105774.0933,,,,
SCCS,119,,,AnnualMeanPrecipitation,53529.81596,,,,
SCCS,120,,,AnnualMeanPrecipitation,32568.67283,,,,
SCCS,121,,,AnnualMeanPrecipitation,50583.29046,,,,
SCCS,122,,,AnnualMeanPrecipitation,58884.31679,,,,
SCCS,123,,,AnnualMeanPrecipitation,81344.04697,,,,
SCCS,124,,,AnnualMeanPrecipitation,23707.46593,,,,
SCCS,125,,,AnnualMeanPrecipitation,77742.71082,,,,
SCCS,126,,,AnnualMeanPrecipitation,99384.76652,,,,
SCCS,127,,,AnnualMeanPrecipitation,42363.33643,,,,
SCCS,128,,,AnnualMeanPrecipitation,31319.66652,,,,
SCCS,129,,,AnnualMeanPrecipitation,81754.22642,,,,
SCCS,130,,,AnnualMeanPrecipitation,174457.3566,,,,
SCCS,131,,,AnnualMeanPrecipitation,110998.4727,,,,
SCCS,132,,,AnnualMeanPrecipitation,192758.4857,,,,
SCCS,133,,,AnnualMeanPrecipitation,124285.276,,,,
SCCS,134,,,AnnualMeanPrecipitation,101372.2761,,,,
SCCS,135,,,AnnualMeanPrecipitation,63918.08859,,,,
SCCS,136,,,AnnualMeanPrecipitation,32750.64532,,,,
SCCS,137,,,AnnualMeanPrecipitation,57502.65948,,,,
SCCS,138,,,AnnualMeanPrecipitation,133841.3102,,,,
SCCS,139,,,AnnualMeanPrecipitation,79176.66775,,,,
SCCS,140,,,AnnualMeanPrecipitation,38480.40997,,,,
SCCS,141,,,AnnualMeanPrecipitation,37897.45785,,,,
SCCS,142,,,AnnualMeanPrecipitation,49431.81182,,,,
SCCS,143,,,AnnualMeanPrecipitation,53964.64499,,,,
SCCS,144,,,AnnualMeanPrecipitation,76328.79119,,,,
SCCS,145,,,AnnualMeanPrecipitation,104125.265,,,,
SCCS,146,,,AnnualMeanPrecipitation,88985.11871,,,,
SCCS,147,,,AnnualMeanPrecipitation,60381.72512,,,,
SCCS,148,,,AnnualMeanPrecipitation,44151.73182,,,,
SCCS,149,,,AnnualMeanPrecipitation,41598.72726,,,,
SCCS,150,,,AnnualMeanPrecipitation,39414.61818,,,,
SCCS,151,,,AnnualMeanPrecipitation,24749.73991,,,,
SCCS,152,,,AnnualMeanPrecipitation,140587.693,,,,
SCCS,153,,,AnnualMeanPrecipitation,119352.1513,,,,
SCCS,154,,,AnnualMeanPrecipitation,130746.3881,,,,
SCCS,155,,,AnnualMeanPrecipitation,90766.66603,,,,
SCCS,156,,,AnnualMeanPrecipitation,75804.73836,,,,
SCCS,157,,,AnnualMeanPrecipitation,112754.134,,,,
SCCS,158,,,AnnualMeanPrecipitation,156628.3718,,,,
SCCS,159,,,AnnualMeanPrecipitation,25502.39621,,,,
SCCS,160,,,AnnualMeanPrecipitation,47850.05771,,,,
SCCS,161,,,AnnualMeanPrecipitation,41612.62295,,,,
SCCS,162,,,AnnualMeanPrecipitation,60798.89339,,,,
SCCS,163,,,AnnualMeanPrecipitation,190459.4902,,,,
SCCS,164,,,AnnualMeanPrecipitation,82988.23465,,,,
SCCS,165,,,AnnualMeanPrecipitation,98884.88474,,,,
SCCS,166,,,AnnualMeanPrecipitation,192012.6226,,,,
SCCS,167,,,AnnualMeanPrecipitation,248037.8708,,,,
SCCS,168,,,AnnualMeanPrecipitation,256564.7474,,,,
SCCS,169,,,AnnualMeanPrecipitation,118612.3793,,,,
SCCS,170,,,AnnualMeanPrecipitation,114339.026,,,,
SCCS,171,,,AnnualMeanPrecipitation,308214.4876,,,,
SCCS,172,,,AnnualMeanPrecipitation,233882.1462,,,,
SCCS,173,,,AnnualMeanPrecipitation,99838.91166,,,,
SCCS,174,,,AnnualMeanPrecipitation,120205.1524,,,,
SCCS,175,,,AnnualMeanPrecipitation,138303.4017,,,,
SCCS,176,,,AnnualMeanPrecipitation,245475.6144,,,,
SCCS,177,,,AnnualMeanPrecipitation,119486.3602,,,,
SCCS,178,,,AnnualMeanPrecipitation,81377.52946,,,,
SCCS,179,,,AnnualMeanPrecipitation,118024.232,,,,
SCCS,180,,,AnnualMeanPrecipitation,137273.047,,,,
SCCS,181,,,AnnualMeanPrecipitation,113613.6315,,,,
SCCS,182,,,AnnualMeanPrecipitation,97963.01778,,,,
SCCS,183,,,AnnualMeanPrecipitation,97160.2799,,,,
SCCS,184,,,AnnualMeanPrecipitation,72565.77687,,,,
SCCS,185,,,AnnualMeanPrecipitation,42585.36177,,,,
SCCS,186,,,AnnualMeanPrecipitation,107757.5695,,,,
EA,Aa1,,,AnnualMeanPrecipitation,87000.00141,,,,
EA,Aa2,,,AnnualMeanPrecipitation,50566.30196,,,,
EA,Aa3,,,AnnualMeanPrecipitation,39669.85532,,,,
EA,Aa4,,,AnnualMeanPrecipitation,42805.12609,,,,
EA,Aa5,,,AnnualMeanPrecipitation,243307.949,,,,
EA,Aa6,,,AnnualMeanPrecipitation,89122.08238,,,,
EA,Aa7,,,AnnualMeanPrecipitation,82529.79572,,,,
EA,Aa8,,,AnnualMeanPrecipitation,71156.45282,,,,
EA,Aa9,,,AnnualMeanPrecipitation,85676.00215,,,,
EA,Ab1,,,AnnualMeanPrecipitation,52226.41738,,,,
EA,Ab10,,,AnnualMeanPrecipitation,128040.8127,,,,
EA,Ab11,,,AnnualMeanPrecipitation,96541.61735,,,,
EA,Ab12,,,AnnualMeanPrecipitation,165893.6429,,,,
EA,Ab13,,,AnnualMeanPrecipitation,78320.73565,,,,
EA,Ab14,,,AnnualMeanPrecipitation,99002.3787,,,,
EA,Ab15,,,AnnualMeanPrecipitation,92810.08738,,,,
EA,Ab16,,,AnnualMeanPrecipitation,86587.83452,,,,
EA,Ab17,,,AnnualMeanPrecipitation,94587.40701,,,,
EA,Ab18,,,AnnualMeanPrecipitation,80000.56697,,,,
EA,Ab19,,,AnnualMeanPrecipitation,86243.57324,,,,
EA,Ab2,,,AnnualMeanPrecipitation,155132.0623,,,,
EA,Ab20,,,AnnualMeanPrecipitation,112826.316,,,,
EA,Ab21a,,,AnnualMeanPrecipitation,76838.78966,,,,
EA,Ab21b,,,AnnualMeanPrecipitation,115181.4103,,,,
EA,Ab22,,,AnnualMeanPrecipitation,84481.0817,,,,
EA,Ab3,,,AnnualMeanPrecipitation,116187.8667,,,,
EA,Ab4,,,AnnualMeanPrecipitation,102638.1489,,,,
EA,Ab5,,,AnnualMeanPrecipitation,122622.7043,,,,
EA,Ab6,,,AnnualMeanPrecipitation,78645.35105,,,,
EA,Ab7,,,AnnualMeanPrecipitation,101434.1036,,,,
EA,Ab8,,,AnnualMeanPrecipitation,124839.5988,,,,
EA,Ab9,,,AnnualMeanPrecipitation,81720.68357,,,,
EA,Ac1,,,AnnualMeanPrecipitation,95912.51318,,,,
EA,Ac10,,,AnnualMeanPrecipitation,106646.6804,,,,
EA,Ac11,,,AnnualMeanPrecipitation,140786.9519,,,,
EA,Ac12,,,AnnualMeanPrecipitation,130821.0527,,,,
EA,Ac13,,,AnnualMeanPrecipitation,108738.2752,,,,
EA,Ac14,,,AnnualMeanPrecipitation,104336.349,,,,
EA,Ac15,,,AnnualMeanPrecipitation,151544.1363,,,,
EA,Ac16,,,AnnualMeanPrecipitation,211498.7061,,,,
EA,Ac17,,,AnnualMeanPrecipitation,138862.8088,,,,
EA,Ac18,,,AnnualMeanPrecipitation,134133.8354,,,,
EA,Ac19,,,AnnualMeanPrecipitation,167835.2813,,,,
EA,Ac2,,,AnnualMeanPrecipitation,158401.2746,,,,
EA,Ac20,,,AnnualMeanPrecipitation,111926.8943,,,,
EA,Ac21,,,AnnualMeanPrecipitation,158147.7933,,,,
EA,Ac22,,,AnnualMeanPrecipitation,175745.3144,,,,
EA,Ac23,,,AnnualMeanPrecipitation,171380.6937,,,,
EA,Ac24,,,AnnualMeanPrecipitation,176269.015,,,,
EA,Ac25,,,AnnualMeanPrecipitation,151544.1363,,,,
EA,Ac26,,,AnnualMeanPrecipitation,165353.3586,,,,
EA,Ac27,,,AnnualMeanPrecipitation,137611.0831,,,,
EA,Ac28,,,AnnualMeanPrecipitation,132495.1568,,,,
EA,Ac29,,,AnnualMeanPrecipitation,137780.0357,,,,
EA,Ac3,,,AnnualMeanPrecipitation,121032.2311,,,,
EA,Ac30,,,AnnualMeanPrecipitation,81029.97103,,,,
EA,Ac31,,,AnnualMeanPrecipitation,149016.8983,,,,
EA,Ac32,,,AnnualMeanPrecipitation,130320.2093,,,,
EA,Ac33,,,AnnualMeanPrecipitation,98433.33314,,,,
EA,Ac34,,,AnnualMeanPrecipitation,141280.5774,,,,
EA,Ac35,,,AnnualMeanPrecipitation,147871.9815,,,,
EA,Ac36,,,AnnualMeanPrecipitation,108738.2752,,,,
EA,Ac37,,,AnnualMeanPrecipitation,94550.6378,,,,
EA,Ac38,,,AnnualMeanPrecipitation,109055.1184,,,,
EA,Ac39,,,AnnualMeanPrecipitation,107451.9699,,,,
EA,Ac4,,,AnnualMeanPrecipitation,172282.7628,,,,
EA,Ac40,,,AnnualMeanPrecipitation,105555.5807,,,,
EA,Ac41,,,AnnualMeanPrecipitation,117047.6186,,,,
EA,Ac42,,,AnnualMeanPrecipitation,112793.8933,,,,
EA,Ac43,,,AnnualMeanPrecipitation,119347.5949,,,,
EA,Ac5,,,AnnualMeanPrecipitation,123074.0292,,,,
EA,Ac6,,,AnnualMeanPrecipitation,146959.5601,,,,
EA,Ac7,,,AnnualMeanPrecipitation,108716.7287,,,,
EA,Ac8,,,AnnualMeanPrecipitation,131393.6591,,,,
EA,Ac9,,,AnnualMeanPrecipitation,108967.7416,,,,
EA,Ad1,,,AnnualMeanPrecipitation,68051.21192,,,,
EA,Ad10,,,AnnualMeanPrecipitation,107772.9768,,,,
EA,Ad11,,,AnnualMeanPrecipitation,118308.9737,,,,
EA,Ad12,,,AnnualMeanPrecipitation,71490.02478,,,,
EA,Ad13,,,AnnualMeanPrecipitation,156813.9814,,,,
EA,Ad14,,,AnnualMeanPrecipitation,110656.0901,,,,
EA,Ad15,,,AnnualMeanPrecipitation,117924.0096,,,,
EA,Ad16,,,AnnualMeanPrecipitation,112488.8789,,,,
EA,Ad17,,,AnnualMeanPrecipitation,108837.2058,,,,
EA,Ad18,,,AnnualMeanPrecipitation,120488.1821,,,,
EA,Ad19,,,AnnualMeanPrecipitation,123074.5047,,,,
EA,Ad2,,,AnnualMeanPrecipitation,144039.0402,,,,
EA,Ad20,,,AnnualMeanPrecipitation,106582.384,,,,
EA,Ad21,,,AnnualMeanPrecipitation,120488.1821,,,,
EA,Ad22,,,AnnualMeanPrecipitation,100790.1009,,,,
EA,Ad23,,,AnnualMeanPrecipitation,103941.829,,,,
EA,Ad24,,,AnnualMeanPrecipitation,105667.1297,,,,
EA,Ad25,,,AnnualMeanPrecipitation,89122.08238,,,,
EA,Ad26,,,AnnualMeanPrecipitation,98278.9018,,,,
EA,Ad27,,,AnnualMeanPrecipitation,111772.7702,,,,
EA,Ad28,,,AnnualMeanPrecipitation,111334.7851,,,,
EA,Ad29,,,AnnualMeanPrecipitation,110391.1774,,,,
EA,Ad3,,,AnnualMeanPrecipitation,69841.81211,,,,
EA,Ad30,,,AnnualMeanPrecipitation,96037.25706,,,,
EA,Ad31,,,AnnualMeanPrecipitation,96037.25706,,,,
EA,Ad32,,,AnnualMeanPrecipitation,77809.33547,,,,
EA,Ad33,,,AnnualMeanPrecipitation,58570.86418,,,,
EA,Ad34,,,AnnualMeanPrecipitation,70369.96845,,,,
EA,Ad35,,,AnnualMeanPrecipitation,68198.09799,,,,
EA,Ad36,,,AnnualMeanPrecipitation,92659.93039,,,,
EA,Ad37,,,AnnualMeanPrecipitation,96037.25706,,,,
EA,Ad38,,,AnnualMeanPrecipitation,120448.7556,,,,
EA,Ad39,,,AnnualMeanPrecipitation,73136.74629,,,,
EA,Ad4,,,AnnualMeanPrecipitation,52669.69964,,,,
EA,Ad40,,,AnnualMeanPrecipitation,68198.09799,,,,
EA,Ad41,,,AnnualMeanPrecipitation,72322.03149,,,,
EA,Ad42,,,AnnualMeanPrecipitation,128623.6895,,,,
EA,Ad43,,,AnnualMeanPrecipitation,117274.1306,,,,
EA,Ad44,,,AnnualMeanPrecipitation,158183.0574,,,,
EA,Ad45,,,AnnualMeanPrecipitation,150722.5767,,,,
EA,Ad46,,,AnnualMeanPrecipitation,128027.2239,,,,
EA,Ad47,,,AnnualMeanPrecipitation,126957.9197,,,,
EA,Ad48,,,AnnualMeanPrecipitation,164579.0542,,,,
EA,Ad49,,,AnnualMeanPrecipitation,143990.7925,,,,
EA,Ad5,,,AnnualMeanPrecipitation,78976.34522,,,,
EA,Ad50,,,AnnualMeanPrecipitation,99675.63239,,,,
EA,Ad51,,,AnnualMeanPrecipitation,118774.4473,,,,
EA,Ad6,,,AnnualMeanPrecipitation,108215.3335,,,,
EA,Ad7,,,AnnualMeanPrecipitation,143340.2398,,,,
EA,Ad8,,,AnnualMeanPrecipitation,106154.3638,,,,
EA,Ad9,,,AnnualMeanPrecipitation,96256.42551,,,,
EA,Ae1,,,AnnualMeanPrecipitation,193996.3342,,,,
EA,Ae10,,,AnnualMeanPrecipitation,155682.9639,,,,
EA,Ae11,,,AnnualMeanPrecipitation,182470.4682,,,,
EA,Ae12,,,AnnualMeanPrecipitation,205861.1686,,,,
EA,Ae13,,,AnnualMeanPrecipitation,177573.976,,,,
EA,Ae14,,,AnnualMeanPrecipitation,135040.0948,,,,
EA,Ae15,,,AnnualMeanPrecipitation,217050.8554,,,,
EA,Ae16,,,AnnualMeanPrecipitation,169147.468,,,,
EA,Ae17,,,AnnualMeanPrecipitation,193073.3166,,,,
EA,Ae18,,,AnnualMeanPrecipitation,164000.6811,,,,
EA,Ae19,,,AnnualMeanPrecipitation,139965.1244,,,,
EA,Ae2,,,AnnualMeanPrecipitation,212615.8447,,,,
EA,Ae20,,,AnnualMeanPrecipitation,193130.177,,,,
EA,Ae21,,,AnnualMeanPrecipitation,187141.2796,,,,
EA,Ae22,,,AnnualMeanPrecipitation,178328.7772,,,,
EA,Ae23,,,AnnualMeanPrecipitation,202235.1105,,,,
EA,Ae24,,,AnnualMeanPrecipitation,200698.0618,,,,
EA,Ae25,,,AnnualMeanPrecipitation,180736.6547,,,,
EA,Ae26,,,AnnualMeanPrecipitation,213481.0312,,,,
EA,Ae27,,,AnnualMeanPrecipitation,221442.9451,,,,
EA,Ae28,,,AnnualMeanPrecipitation,188283.912,,,,
EA,Ae29,,,AnnualMeanPrecipitation,199423.8745,,,,
EA,Ae3,,,AnnualMeanPrecipitation,185072.2912,,,,
EA,Ae30,,,AnnualMeanPrecipitation,226955.4252,,,,
EA,Ae31,,,AnnualMeanPrecipitation,243307.949,,,,
EA,Ae32,,,AnnualMeanPrecipitation,244159.7228,,,,
EA,Ae33,,,AnnualMeanPrecipitation,241762.1102,,,,
EA,Ae34,,,AnnualMeanPrecipitation,193996.3342,,,,
EA,Ae35,,,AnnualMeanPrecipitation,247751.8242,,,,
EA,Ae36,,,AnnualMeanPrecipitation,207180.7442,,,,
EA,Ae37,,,AnnualMeanPrecipitation,202345.6709,,,,
EA,Ae38,,,AnnualMeanPrecipitation,192977.5785,,,,
EA,Ae39,,,AnnualMeanPrecipitation,188204.3181,,,,
EA,Ae4,,,AnnualMeanPrecipitation,195205.9133,,,,
EA,Ae40,,,AnnualMeanPrecipitation,158694.0893,,,,
EA,Ae41,,,AnnualMeanPrecipitation,182337.6191,,,,
EA,Ae42,,,AnnualMeanPrecipitation,187894.3844,,,,
EA,Ae43,,,AnnualMeanPrecipitation,176908.0698,,,,
EA,Ae44,,,AnnualMeanPrecipitation,179969.9621,,,,
EA,Ae45,,,AnnualMeanPrecipitation,110037.098,,,,
EA,Ae46,,,AnnualMeanPrecipitation,176542.9534,,,,
EA,Ae47,,,AnnualMeanPrecipitation,175263.227,,,,
EA,Ae48,,,AnnualMeanPrecipitation,197486.7946,,,,
EA,Ae49,,,AnnualMeanPrecipitation,188116.4365,,,,
EA,Ae5,,,AnnualMeanPrecipitation,202550.2733,,,,
EA,Ae50,,,AnnualMeanPrecipitation,187740.9144,,,,
EA,Ae51,,,AnnualMeanPrecipitation,197486.7946,,,,
EA,Ae52,,,AnnualMeanPrecipitation,175919.2433,,,,
EA,Ae53,,,AnnualMeanPrecipitation,201646.4131,,,,
EA,Ae54,,,AnnualMeanPrecipitation,188116.4365,,,,
EA,Ae55,,,AnnualMeanPrecipitation,188116.4365,,,,
EA,Ae56,,,AnnualMeanPrecipitation,187740.9144,,,,
EA,Ae57,,,AnnualMeanPrecipitation,187740.9144,,,,
EA,Ae58,,,AnnualMeanPrecipitation,183005.8687,,,,
EA,Ae59,,,AnnualMeanPrecipitation,188116.4365,,,,
EA,Ae6,,,AnnualMeanPrecipitation,154861.6328,,,,
EA,Ae7,,,AnnualMeanPrecipitation,219157.5248,,,,
EA,Ae8,,,AnnualMeanPrecipitation,156813.9814,,,,
EA,Ae9,,,AnnualMeanPrecipitation,188116.4365,,,,
EA,Af1,,,AnnualMeanPrecipitation,114270.3635,,,,
EA,Af10,,,AnnualMeanPrecipitation,138826.0373,,,,
EA,Af11,,,AnnualMeanPrecipitation,118206.5057,,,,
EA,Af12,,,AnnualMeanPrecipitation,115073.805,,,,
EA,Af13,,,AnnualMeanPrecipitation,129910.2994,,,,
EA,Af14,,,AnnualMeanPrecipitation,216257.6931,,,,
EA,Af15,,,AnnualMeanPrecipitation,203221.9469,,,,
EA,Af16,,,AnnualMeanPrecipitation,178809.3073,,,,
EA,Af17,,,AnnualMeanPrecipitation,178809.3073,,,,
EA,Af18,,,AnnualMeanPrecipitation,154402.5582,,,,
EA,Af19,,,AnnualMeanPrecipitation,164988.0098,,,,
EA,Af2,,,AnnualMeanPrecipitation,199226.2748,,,,
EA,Af20,,,AnnualMeanPrecipitation,164988.0098,,,,
EA,Af21,,,AnnualMeanPrecipitation,134586.7109,,,,
EA,Af22,,,AnnualMeanPrecipitation,116857.2971,,,,
EA,Af23,,,AnnualMeanPrecipitation,154402.5582,,,,
EA,Af24,,,AnnualMeanPrecipitation,126958.7788,,,,
EA,Af25,,,AnnualMeanPrecipitation,124848.6365,,,,
EA,Af26,,,AnnualMeanPrecipitation,126781.0166,,,,
EA,Af27,,,AnnualMeanPrecipitation,135403.6151,,,,
EA,Af28,,,AnnualMeanPrecipitation,103445.7603,,,,
EA,Af29,,,AnnualMeanPrecipitation,145236.9234,,,,
EA,Af3,,,AnnualMeanPrecipitation,118902.1876,,,,
EA,Af30,,,AnnualMeanPrecipitation,133354.6912,,,,
EA,Af31,,,AnnualMeanPrecipitation,14756.80192,,,,
EA,Af32,,,AnnualMeanPrecipitation,119107.2196,,,,
EA,Af33,,,AnnualMeanPrecipitation,126139.9316,,,,
EA,Af34,,,AnnualMeanPrecipitation,123591.997,,,,
EA,Af35,,,AnnualMeanPrecipitation,105897.6985,,,,
EA,Af36,,,AnnualMeanPrecipitation,112287.1867,,,,
EA,Af37,,,AnnualMeanPrecipitation,113787.0757,,,,
EA,Af38,,,AnnualMeanPrecipitation,118111.2428,,,,
EA,Af39,,,AnnualMeanPrecipitation,129239.7734,,,,
EA,Af4,,,AnnualMeanPrecipitation,154402.5582,,,,
EA,Af40,,,AnnualMeanPrecipitation,121628.0899,,,,
EA,Af41,,,AnnualMeanPrecipitation,127495.5577,,,,
EA,Af42,,,AnnualMeanPrecipitation,114244.1742,,,,
EA,Af43,,,AnnualMeanPrecipitation,105897.6985,,,,
EA,Af44,,,AnnualMeanPrecipitation,122994.3842,,,,
EA,Af45,,,AnnualMeanPrecipitation,125526.9881,,,,
EA,Af46,,,AnnualMeanPrecipitation,131646.9554,,,,
EA,Af47,,,AnnualMeanPrecipitation,170030.0034,,,,
EA,Af48,,,AnnualMeanPrecipitation,152899.4449,,,,
EA,Af49,,,AnnualMeanPrecipitation,189545.0764,,,,
EA,Af5,,,AnnualMeanPrecipitation,252285.2824,,,,
