id,key,citation
baegert1865,"Baegert, 1865","Baegert, J. 1865. An Account of the Aboriginal Inhabitants of the California Peninsula. In Smithsonian Institution Annual Report, 1864, pp. 378-399. Smithsonian Institution, Washington, D.C."
bahuchet1979,"Bahuchet, 1979","Bahuchet, S. 1979. Utilisation de'Pespace forestier par les Pygmees Aka, Chasseurs-sueilleurs d'Afrique Centrale. Information sur les sciences sociales 18(6):999-1019."
bahuchet1988,"Bahuchet, 1988","Bahuchet, S. 1988. Food Supply Uncertainty among the Aka Pygmies (Lobaye, Central African Republic). In Coping with Uncertainty in the Food Supply, edited by I. de Garine and G. A. Harrison, pp. 118-149. Clarendon Press, Oxford."
baileyandpeacock1988,"Bailey and Peacock, 1988","Bailey, R. C., and N. R. Peacock 1988. Efe Pygmies of Northeast Zaire: Subsistence Strategies in the Ituri Forest. In Coping with Uncertainty in the Food Supply, edited by I. de Garine and G. A. Harrison, pp. 88-117. Clarendon Press, Oxford."
bailey1863,"Bailey, 1863","Bailey, J. 1863. An Account of the Wild Tribes of the Veddahs of Ceylon: Their Habits, Customs and Superstitions. Transactions of the Ethnological Society of London 2:278-320."
bailey1985,"Bailey, 1985","Bailey, R. C. 1985. The Socioecology of the Efe Pygmy Men in the Ituri Forest, Zaire. Ph.D. dissertation, Department of Social Relations, Harvard University, Cambridge. University Microfilms, Ann Arbor, Mich."
bailey1988,"Bailey, 1988","Bailey, R. C., and N. R. Peacock 1988. Efe Pygmies of Northeast Zaire: Subsistence Strategies in the Ituri Forest. In Coping with Uncertainty in the Food Supply, edited by I. de Garine and G. A. Harrison, pp. 88-117. Clarendon Press, Oxford."
baldus1937,"Baldus, 1937","Baldus, H. 1937. The Social Position of the Woman among the Eastern Bororo (transl. I. Lillios). Ensaios de Etnologi a Brasileira Brasiliana 101:112-162."
balikci1970,"Balikci, 1970","Balikci, A. 1970. The Netsilik Eskimo. Natural History Press, Garden City, N.Y."
bamforth1988,"Bamforth, 1988","Bamforth, D. B. 1988. Ecology and Human Organization on the Great Plains. Plenum Press, New York."
barger1981,"Barger, 1981","Barger, W. K. 1981. Great Whale River, Quebec. In SubArctic, edited by J. Helm, pp. 673-682. Handbook of North American Indians, Vol. 6. Smithsonian Institution, Washington, D.C."
barrettandgifford1933,"Barrett and Gifford, 1933","Barrett, S. A., and E. W. Gifford 1933. Miwok Material Culture: Indian Life of the Yosemite Region. Bulletin of the Milwaukee Public Museum, Vol. 2, No. 4. Yosemite Natural History Association, Yosemite National Park, Calif."
barrett1908,"Barrett, 1908","Barrett, S. A. 1908. The Ethno-Geography of the Porno and Neighboring Indians. University of California Publications in American Archaeology and Ethnology, Vol. 6. University of California Press, Berkeley."
basedow1907,"Basedow, 1907","Basedow, H. 1907. Anthropological Notes on the Western Coastal Tribes of the Northern Territory of South Australia. Transactions and Proceedings and Report of the Royal Society of South Australia 31:1-62."
basehartperscomm1972,"Basehart pers. comm., 1972","Basehart, H. W. 1972. Band Organization and Leadership among the Mescalero Apache. Ms. on file, Department of Anthropology, Southern Methodist University, Dallas."
basehart1972,"Basehart, 1972","Basehart, H. W. 1972. Band Organization and Leadership among the Mescalero Apache. Ms. on file, Department of Anthropology, Southern Methodist University, Dallas."
batchelor1927,"Batchelor, 1927","Batchelor, J. 1927. Ainu Life and Lore: Echos of a Departing Race. Kyobunkwan, Tokyo."
bean1972,"Bean, 1972","Bean, L. J. 1972. Mukat's People: The Cahuilla Indians of Southern California. University of California Press, Berkeley."
belshaw1978,"Belshaw, 1978","Belshaw, J. 1978. Population Distribution and the Pattern of Seasonal Movement in Northern New South Wales. In Records of Times Past: Ethnohistorical Essays on the Culture and Ecology of the New England Tribes, edited by I. McBryde, pp. 65-81. Australian Institute of Aboriginal Studies, Canberra."
benedict1924,"Benedict, 1924","Benedict , R. F. 1924. A Brief Sketch of Serrano Culture. American Anthropologist 26: 366-392."
bernatzik1951,"Bernatzik, 1951","Bernatzik, H. A. 1951. The Spirits of the Yellow Leaves. In collaboration with E. Bernatzik. Robert Hale, London."
berndtandberndt1944,"Berndt and Berndt, 1944","Berndt, R. M., and C. H. Berndt 1944. A Preliminary Report of Field Work in the Ooldea Region, Western South Australia: Women's Life. Oceania 14:220-249."
berndtandberndt1970,"Berndt and Berndt, 1970","Berndt, R. M., and C. H. Berndt 1970. Man, Land and Myth in North Australia: The Gunwinggu People. Michigan State University Press, East Lansing."
bhanu1982,"Bhanu, 1982","Bhanu, B. A. 1982. The Nomadic Cholanaickans of Kerala: An Analysis of Their Movements. In Nomads in India, edited by P. K. Misra and K. C. Malhotra, pp. 215-226. Anthropological Survey of India, Calcutta."
bhanu1992,"Bhanu, 1992","Bhanu, B. A. 1992. Boundaries, obligations and reciprocity: levels of territoriality among the Cholanaickan of south India. In M. J. Casimir and A. Rao (eds.). Mobility and territoriality: social and spatial boundaries among foragers, fishers, pastoralists and peripatetics, pp. 29-54. Oxford, Berg."
biernoff1979,"Biernoff, 1979","Biernoff , D. 1979. Traditional and Contemporary Structures and Settlement in Eastern Arnhem Land with Particular Reference to the Nunggubuyu. In A Black Reality—Aboriginal Camps and Housing in Remote Australia, edited by M. Heppell, pp. 153-179. Australian Institute of Aboriginal Studies, Canberra."
binfordandchasko1976,"Binford and Chasko, 1976","Binford, L. R., and W. J. Chasko 1976. Nunamiut Demographic History. In Demographic Anthropology: Quantitative Approaches, edited by E. B. Zubrow, pp. 63-143. University of New Mexico Press, Albuquerque."
binfordfieldnotes1971,"Binford field notes, 1971","Binford, L. R. 1971. Field notes (Book 3) on file, Department of Anthropology, Southern Methodist University, Dallas, Texas."
binfordfieldnotes1972,"Binford field notes, 1972","Binford, L. R. 1972. An Archaeological Perspective. Seminar Press, New York."
binfordfieldnotes1974,"Binford field notes, 1974","Binford, L. R. 1974. Field notes (Alyawara, July) on file, Department of Anthropology, Southern Methodist University, Dal-las, Texas."
binfordfieldnotes1993,"Binford field notes, 1993",Binford field notes 1993
binford1969,"Binford, 1969",Binford field notes 1969 (July)
binford1971,"Binford, 1971","Binford, L. R. 1971. Field notes (Book 3) on file, Department of Anthropology, Southern Methodist University, Dallas, Texas."
binford1991a,"Binford, 1991a","Binford, L. R. 1991a. When the Going Gets Tough, the Tough Get Going: Nunamiut Local Groups, Camping Patterns, and Economic Organization. In Ethnoarchaeological Approaches to Mobile Campsites: Hunter-Gatherer and Pastoralist Case Studies, edited by W. A. Bois-mier and C. S. Gamble, pp. 25-137. Ethnoarchaeol-ogy Series No. 1. International Monographs in Prehistory, Ann Arbor, Mich."
birdperscomm1970,"Bird pers. comm., 1970",Bird pers. comm. 1970
bird1946,"Bird, 1946","Bird, J. B. 1946. The Alacaluf. In The Marginal Tribes, edited by J. H. Steward, pp. 55-80. Handbook of South American Indians, Vol. 1. Bureau of American Ethnology Bulletin No. 143. Smithsonian Institution, Washington, D.C."
bird1983,"Bird, 1983","Bird, N. 1983. Wage-Gathering: SocioPOThoomic Changes and the Case of the Food-Gatheier Naikens of South India. In Rural South Asia: Linkages, Change and Develop-ment, edited by P. Robb, pp. 57-88. Curzon Press, London."
bird1988,"Bird, 1988","Bird, J. B. 1988. Travels and Archaeology in South Chile, edited by J. Hyslop. University of Iowa Press, Iowa City."
birddavid1987,"Bird-David, 1987","Bird-David, N. 1987. Single Persons and Social Cohesion in a HunterGatherer Society. In Dimensions of Social Life: Essays in Honor of David G. Mandelbaum, edited by P. Hock-ings, pp. 151-166. Mouton de Gruyter, Berlin."
birdsell1967,"Birdsell, 1967","Birdsell, J. B. 1967. Preliminary Data on the Trihybrid Origin of the Australian Aborigines. Archaeology and Physical Anthro-pology in Oceania 2:100-155."
birketsmithanddelaguna1938,"Birket-Smith and De Laguna, 1938","Birket-Smith, K., and F. De Laguna. 1938. The Eyak Indians of the Copper River Delta, Alaska. Levin and Munksgaard, Copenhagen."
birketsmith1928,"Birket-Smith, 1928","Birket-Smith, K. 1928. The Greenlanders of the Present Day. Greenlan 2:1-207."
birketsmith1929,"Birket-Smith, 1929","Birket-Smith, K. 1929. The Caribou Eskimos: Material and Social Life and The Cultural Position. Report of the Fifth Thule Expedition, 1921-24, Vol. 5. Nordisk Forlag, Copenhagen."
birketsmith1953,"Birket-Smith, 1953","Birket-Smith, K. 1953. The Chugach Eskimo. Nationalmuseets Skrifter, Etnc grafisk Raekke 6. Copenhagen."
bishop1969,"Bishop, 1969","Bishop, C. A. 1969. The Northern Chippewa: An Ethnohistorical Study. Ph.D. dissertation, Department of Anthropology, State University of New York, Buffalo. University Microfilms, Ann Arbor, Mich."
bishop1978,"Bishop, 1978","Bishop, C. A. 1978. Cultural and Biological Adaptations to Deprivation: The Northern Ojibwa Case. In Extinction and Survival in Human Populations, edited by C. D. Laughlin, Jr., and I. A. Brady, pp. 208-230. Columbia University Press, New York."
blackburn1971,"Blackburn, 1971","Blackburn, R. H. 1971. Honey in Okiek Personality, Culture and Society. Ph.D. dissertation, Department of Anthropology, Michigan State University, East Lansing. University Microfilms, Ann Atkor, Mich."
bleek1924,"Bleek, 1924","Bleek, D. F. 1924. The Mantis and His Friends. Maskew Miller, Cape Town."
bleek1928,"Bleek, 1928","Bleek, D. F. 1928. The Naron: A BuNman Tribe of the Central Kalahari. Cambridge University Press, Cambridge."
bleek1929,"Bleek, 1929","Bleek, D. F. 1929. Bushmen of Central Angola. Bantu Studies 3:105-125."
bleek1931,"Bleek, 1931","Bleek, D. F. 1931. Traces of Former Bushmen Occupation in Tanganyika Territory. South African Journal of Science 28:423-429."
blundell1975,"Blundell, 1975","Blundell, V. J. 1975. Aboriginal Adaptation in Northwest Australia. Ph.D. dissertation, Department of Anthropology, Univer-sity of Wisconsin, Madison. University Microfilms, Ann Arbor, Mich."
blundell1980,"Blundell, 1980","Blundell, V. J. 1980. Hunter-Gatherer Territoriality: Ideology and Behavior in Northwest Australia. Ethnohistory 27(2):103-117."
blurtonjonesetal1992,"Blurton-Jones et al., 1992","Blurton-Jones, N. G., L. C. Smith, J. F. O'Connell, K. Hawkes, . and C. L. . Kamuzora 1992. Demography of the Hadza, an Increasing and High-Density Population of Savanna Foragers. American Journal of Physical Anthropology 89:159-181."
boasandfarrand1899,"Boas and Farrand, 1899","Boas, F. 1899. Anthropometry of the Shoshonean Tribes. American Anthropologist 1:751-758."
boas1888,"Boas, 1888","Boas, F. 1888. The Central Eskimo. In Sixth Annual Report of the Bureau of Ethnology to the Smithsonian Institution, pp.409-670. U.S> Government Printing Office, Washington, D.C."
boas1891,"Boas, 1891","Boas, F. 1891. Physical Characteristics of the Tribes of the North Pacific Coast. Annual Report of the British Association for the Advancement of Science 61:424-449."
boas1895,"Boas, 1895","Boas, F. 1895. The Indians of British Columbia: Physical Characteristics of the Tribes of the North Pacific Coast, the Tinnch Tribe of Nicola Valley, the Ts'ets'a'ut, theNisk'a', Linguistics of Nisk'a' and Ts'ets'a'ut and Vocabulary of the Tinnch Tribes of Canada. In Report of the 65th Meeting of the British Association for the Advancement of Science, pp. 523-592. Leeds."
boas1899,"Boas, 1899","Boas, F. 1899. Anthropometry of the Shoshonean Tribes. American Anthropologist 1:751-758."
boas1901,"Boas, 1901","Boas, F. 1901. A. J. Stone's Measurementso f the Natives of Northwestern Territories. Bulletin of the American Museum of Natural History 14:53-68."
boas1907,"Boas, 1907","Boas, F. 1907. The Eskimo of Baffin Land and Hudson Bay. Bulletin of the American Museum of Natural History 15."
boas1964,"Boas, 1964","Boas, F. 1964. The Central Eskimo. University of Nebraska Press, Lincoln."
bogoras1904,"Bogoras, 1904","Bogoras, W. 1904. The Chukchee. The Jesup North Pacific Expedition, Vol. 7. Memoirs of the American Museum of Natural History, Vol. 11. E. J. Brill, Leiden, the Netherlands."
bolton1916,"Bolton, 1916","Bolton, H. E. (editor). 1916. Spanish Exploration in the Southwest, 1542-1706. Charles Scribner's Sons, New York."
boschinandmacuzzi1979,"Boschin and Macuzzi, 1979","Boschin, M. T., and L. R. Macuzzi. 1979. Ensayo metodologico para la reconstruccion ethnohistorica: su aplicacion a la coprension del modelo Tehuelche Meridional. Colegio de Graduados en Antropologia, Serie Monografica (Buenos Aires) 4:3-37."
bose1964,"Bose, 1964","Bose, S. 1964. Economy of the Onge of Little Andaman. Man in India 44(4):298-310."
bowen1976,"Bowen, 1976","Bowen, T. 1976. Seri Prehistory: The Archaeology of the Central Coast of Sonora, Mexico. Anthropological Papers of the University of Arizona No. 27. University of Arizona Press, Tucson."
boyd1990,"Boyd, 1990","Boyd, R.T. 1990. Demographic History, 1774-1874. In Northwest Coast, edited by W. Suttles, pp. 135-148. Handbook of North American Indians, Vol. 7. Smithsonian Institution, Washington, D.C."
brandt1961,"Brandt, 1961","Brandt, J. H. 1961. The Negrito of Peninsular Thailand. Journal of the Siam Society 49(2):123-160."
brayshaw1990,"Brayshaw, 1990","Brayshaw, H. 1990. Well Beaten Paths. Studies in North Queensland History No. 10. Department of History, James Cook University of North Queensland, Cairns."
briggs1970,"Briggs, 1970","Briggs, J. 1970. Never in Anger: Portrait of an Eskimo Family. Harvard University Press, Cambridge, Mass."
brink1969,"Brink, 1969","Brink, P. J. 1969. The Pyramid Lake Paiute of Nevada. Ph.D. dissertation, Department of Anthropology, Boston University, Boston. University Microfilms, Ann Arbor, Mich."
brokensha1975,"Brokensha, 1975","Brokensha, P. 1975. The Pitjantlatjara and Their Crafts. Aboriginal ArtsBoard, North Sydney."
brooksetal1984,"Brooks et al., 1984","Brooks, A. S., D. E. Gelburd, and J. E. Yellen. 1984. Food Production and Culture Change among the!Kung San: Implications for Prehistoric Research. In From Hunters to Farmers: The Causes and Consequences of Food Production in Africa, edited by J. D. Clark and S. A. Brandt, pp. 293-310. University of California Press, Berkeley."
brosius1986,"Brosius, 1986","Brosius, J. P. 1986. River, Forest and Mountain: the Penan Gang Landscape. Sarawak Museum Journal 36(57):173-184."
brumbachandjarvenpa1989,"Brumbach and Jarvenpa, 1989","Brumbach, H. J., and R. Jarvenpa. 1989. Ethnoarchaeological and Cultural Frontiers. Peter Lang, New York."
burch1975,"Burch, 1975","Burch, E . S., Jr. Burch, E.S., Jr. 1975. Eskimo kinsmen: Changing family relationships in Northwest Alaska. American Ethnological Society Monograph No. 59. St. Paul: West Publishing Company."
burch1984,"Burch, 1984","Burch, E. S. 1984. Kotzebue Sound Eskimo. In Handbook of North American Indians. Vol. 5: Arctic, edited by D. Damas, pp. 303-319."
bushnell1922,"Bushnell, 1922","Bushnell, D. I., Jr. 1922. Villages of the Algonquian, iauian and Caddoan Tribes Westof the Mississippi. BureauiiAmelican Ethnology Bulletin No. 77. Smithsonian Insetution, Washington, D.C."
cadelina1982,"Cadelina, 1982","Cadelina, R. V. 1982. Batak Interhousehold Food Sharing: A Systematic Analysis of Food Management of Marginal Agriculturalists in the Philippines. Ph.D. dissertation, Department of Anthropology, University of Hawaii, Honolulu. University Microfilms, Ann Arbor, Mich."
callawayetal1986,"Callaway et al., 1986","Callaway, D. G., J. C. Janetski, and 0. C. Stewart. 1986. Ute. In Great Basin, edited by W. L. d'Azevedo, pp.336-367. Handbook of North American Indians, Vol. 11. Smithsonian Institution, Washington, D.C."
cameron1890,"Cameron, 1890","Cameron, D. 1890. A sketch of the customs, manners, and way of livingof the natives in the barren country about Nipigon. In ""Les Bourgeois de la Compagnie du Nord-Ouest."" A Cote et Cie 2:239-265."
campbelletal1936,"Campbell et al., 1936","Campbell, T. D., J. H. Gray, and C. J. Hackett. 1936. Physical Anthropology of the Aborigines of CentralAustralia. Oceania 7:106-139, 246-261."
cannon1983,"Cannon, 1983","Cannon , M. (editor). 1983. Historical Records of Victoria, Foundation Series, Vol.2B: Aborigines and Protectors 1838-1839. Victorian Government Printing Office, Melbourne."
cavallisforza1986a,"Cavalli-Sforza, 1986a","Cavalli-Sforza, L. L. 1986a. Demographic Data. In African Pygmies, edited by L. L. Cavalli-Sforza, pp. 23-45. Academic Press, Orlando, Fla."
cavallisforza1986c,"Cavalli-Sforza, 1986c","Cavalli-Sforza, L. L. (editor). 1986c. African Pygmies. Academic Press, Orlando, Fla."
cawthorne1844,"Cawthorne, 1844","Cawthorne, W. A. 1844. Rough Notes on the Manners and Customs of the Natives. Reprinted in Proceedings of the Royal Geographical Society of South Australia 27:47-77."
chaloupka1981,"Chaloupka, 1981","Chaloupka, G. 1981. The Traditional Movement of a Band of Aboriginals in Kakadu. In Kakadu National Park Education Resources, edited by T. Stokes, pp. 162-171. Australian National Parks and Wildlife Service, Canberra."
chamberlain1892,"Chamberlain, 1892","Chamberlain, A. F. 1892. Report on the Kootenay Indians of South-Eastern British Columbia. Reports of the British Association forthe Advancement of Science 62:549-615."
chapman1982,"Chapman, 1982","Chapman, A. 1982. Drama and Power in a Hunting Society: The Selk'nam of Tierra del Fuego. Cambridge University Press, Cambridge."
chard1963,"Chard, 1963","Chard, C. S. 1963. The Nganasan—Wild Reindeer Hunters of the Taimyr Peninsula. Arctic Anthropology 1:105-121."
christy1894,"Christy, 1894","Christy, M. (editor). 1894. The Voyages of Captain Luke Fox of Hull and Captain Thomas James of Bristol in Search of a Northwest Pas-sage, in 1631-1632. Hakluyt Society, London."
clark1951,"Clark, 1951","Clark, J.D. 1951. Bushman Hunters of the Barotse Forests. Northern Rhodesia Journal 1(3):56-65."
clark1974,"Clark, 1974","Clark, A. McF. 1974. Koyukuk River Culture. National Museum of Man Mercury Series, Canadian Ethnology Service Paper No.18. National Museums of Canada, Ottawa."
clark1975,"Clark, 1975","Clark, A. McF. 1975. Upper Koyukon River Koyukon Athapaskan Social. Culture: An Overview. In Proceedings: Northern Athapaskan Conference, 1971, Vol. 1, edited by A. McF.Clark, pp. 147-180. National Museum of Man Mer-cury Series, Canadian Ethnology Service Paper No. 27.National Museums of Canada, Ottawa."
clastres1968,"Clastres, 1968","Clastres, P. 1968. Ethnographie des Indiens Guayaki. Journal of the Societe des Americanistes 57:8-61."
clastres1972,"Clastres, 1972","Clastres, P. 1972. The Guayaki. In Hunters and Gatherers Today: A Socioeconomic Study of Eleven Such Cultures in the Twentieth Century, edited by M. Bicchieri, pp. 138-174. Holt, Rinehart and Winston, New York."
clement1903,"Clement, 1903","Clement, E. 1903. Ethnographical Notes of the Western-Australian Aborigines. Internationales Archive for Ethnographic 16(I/II):1-29."
clineetal1938,"Cline et al., 1938","Cline, W., R. S. Commons, M. Mandelbaum, R. H. Post, and. L. V. W. Walters 1938 The Sinkaietk or Southern Okanagon of Washington. In Contributions from the Laboratory ofAnthropology, No. 2, edited by L. Spier, pp. 11-129. General Series in Anthro-pology No. 6. George Banta, Menasha, Wisconsin."
collierandthalman1991,"Collier and Thalman, 1991","Collier, E. T. and S. B. Thalman. 1991. Interviews with Tom Smith and Maria Copa: Isabel Kelley's Ethnographic Notes on the Coast Miwok Indians of Marin and Southern Sonoma Counties California. MAPOM Occasional Papers 6 (1991)."
colliverandwoolston1975,"Colliver and Woolston, 1975","Colliver, F. S., and F. P. Woolston. 1975. The Aborigines of Stradbroke Island. Proceedings of the Royal Society of Queensland 86(16):91-104."
cookandheizer1965,"Cook and Heizer, 1965","Cook, S. F., and R. F. Heizer 1965. The Quantitative Approach to the Relation between Population and Settlement Size. Contributions of the University of the California Archaeological Research Facility No. 64. University of California Press, Berkeley."
cook1908,"Cook, 1908","Cook, W. A. 1908. The Bororo Indians of Matto Grosso, Brazil. Smithsonian Miscellaneous Collections 50:48-62."
cook1955,"Cook, 1955","Cook, S. F. 1955. The Aboriginal Population of the San Joaquin Valley, California. Anthropological Records, Vol. 16, No. 2. University of California Press, Berkeley."
cook1956,"Cook, 1956","Cook, S. F. 1956. The Aboriginal Population of the North Coast of California. Anthropological Records, Vol. 16, No. 3. Uni-versity of California Press, Berkeley."
cooper1946a,"Cooper, 1946a","Cooper, J. M. 1946a. The Yahgan. In The Marginal Tribes, edited by J. H. Steward, pp. 81-106. Handbook of South American Indians, Vol. 1. Bureau of American Ethnology Bulletin No. 143. Smithsonian Institution, Washington, D.C."
cooper1946b,"Cooper, 1946b","Cooper, J. M. 1946b. The Ona. In The Marginal Tribes, edited by J. H. Steward, pp. 107-125. Handbook of South AmericanIndians, Vol. 1. Bureau of American Ethnology Bulletin No. 143. Smithsonian Institution, Washington, D.C."
cooper1946c,"Cooper, 1946c","Cooper, J. M. 1946c. The Patagonian and Pampean Hunters. In The Marginal Tribes, edited by J. H. Steward, pp. 127-168. Handbook of South American Indians, Vol. 1. Bureauof American Ethnology Bulletin No. 143. Smithsonian Institution, Washington, D.C."
cooper1946d,"Cooper, 1946d","Cooper, J. M. 194.6d. The Chono. In The Marginal Tribes, edited by J. H.Steward, pp. 47-55. Handbook of South Ameri-can Indians, Vol. 1. Bureau of American Ethnology No. 143. Smithsonian Institution, Washington, D.C."
cooper1991,"Cooper, 1991","Cooper, Z. 1991. Abandoned Onge Encampments and Their Relevance in Understanding the Archaeological Record in the Andaman Islands. Prepared for the Symposium on Living Traditions: South Asian Ethnoarchaeology, Cambridge, U.K., September 23-25. Manuscript on file, Department of Anthropology, Southern Methodist University, Dallas, Texas."
corbusier1886,"Corbusier, 1886","Corbusier, Wm. F. 1886. The Apache-Yumas and Apache-Mojaves. American Antiquarian 8:276-284, 325-339."
crowandobley1981,"Crow and Obley, 1981","Crow, J. R., and P. R. Obley 1981. Han. In Subarctic, edited, J. Helm, pp. 506-513. Handbook of North American Indians, Vol. 6. Smithsonian Institution, Washington, D.C."
culbertson1952,"Culbertson, 1952","Culbertson, T. A. 1952. Journal of an Expedition to the Mauvaises Terres and the Upper Missouri in 1850, edited by J. F. McDermott. Bureau of American Ethnology Bulletin No. 147. Smithsonian Institution, Washington, D.C."
cybulski1990b,"Cybulski, 1990b","Cybulski, J. S. 1990b. Human Biology. In Northwest Coast, edited by W. Suttles, pp. 52-59. Handbook of North American Indi-ans, Vol. 7. Smithsonian Institution, Washington, D. C."
damas1972,"Damas, 1972","Damas, D. 1972. The Copper Eskimo. In Hunters and Gatherers Today A Socioeconomic Study of Eleven Such Cultures in th Twentieth Century, edited by M. G. Bicchieri, pI 3-50. Holt, Rinehart and Winston, New York."
damas1984,"Damas, 1984","Damas, D. (editor) 1984. Copper Eskimo. In Arctic, edited by D. Damas, pp. 397-414. Handbook of North American Indians, Vol. 5. Smithsonian Institution Press, Washington, D.C."
damas1992,"Damas, 1992","Damas, letter 7/6/92"
dart1937b,"Dart, 1937b","Dart, R.A. 1937b. The physical characters of the /?Auni=Khomani Bushmen. Bantu Studies 11:176-246."
davis1965,"Davis, 1965","Davis, E. L. 1965. An Ethnography of the Kuzedika Paiute of Mono Lake, Mono County, California. University of Utah Anthropological Papers No. 75. University of Utah Press, Salt Lake City."
dawson1891,"Dawson, 1891","Dawson, G. M. 1891. Notes on the Shuswap People of British Columbia. Proceedings and Transactions of the Royal Society of Canada 9(2):3-44."
dazevedo1963,"d'Azevedo, 1963","D'Azevedo, W. L. (editor) 1963. The Washo Indians of California and Nevada. University of Utah Anthropological Papers No. 67. University of Utah Press, Salt Lake City."
debertrodano1978,"de Bertrodano, 1978","De Bertrodano, R. E. 1978. Description of an Aboriginal Tribe. In Records of Times Past, edited by I. McBryde, pp. 281-286. Australian Institute of Aboriginal Studies, Canberra."
decastroandalmeida1956,"De Castro and Almeida, 1956","De Castro, M. E., and A. Alemeida 1956. Canones de mulheres indigenas de Angola. Progresso Cien 23:6-16."
decastroandalmeida1957,"De Castro and Almeida, 1957","De Castro, M. E., and A. Alemeida 1957. Subsidio para a estudo anthropologico dos Mucussos e mangares (Angolo). Ultram 6:1-14."
delaguna1956,"De Laguna, 1956","De Laguna, F. 1956. Chugash Prehistory: The Archaeology of Prince William Sound, Alaska. University of Washington Press, Seattle."
delaguna1990,"De Laguna, 1990","De Laguna, F. 1990. Eyak. In Northwest Coast, edited by W. Suttles, pp. 189-196. Handbook of North American Indi, ans, Vol. 7. Smithsonian Institution, Washington, D.C."
dejong1912,"DeJong, 1912","DeJong, J. 1912. Social Organization of the Southern Peigans. Internationales Archiv Ethnographie 20:191-197."
denham1975,"Denham, 1975","Denham, W. W. 1975. Population Properties of Physical Groups among the Alyawara Tribe of Central Australia. Archaeology and Physical Anthropology in Oceania 10:115-159."
denig1930,"Denig, 1930","Denig, E. T. 1930. Indian Tribes of the Upper Missouri. In Forty-Sixth Annual Report of the Bureau of American Ethnology, 1928-1929, edited by J. N. B. Hewitt, pp. 375-628. Smithsonian Institution, Washington, D.C."
denig1953,"Denig, 1953","Denig, E. T. 1953. Of the Crow Nation. Smithsonian Anthropological Papers No. 33. Bureau of Amerian Ethnology Bulletin No. 151. Smithsonian Instiyition, Washington, D.C."
denig1961,"Denig, 1961","Denig, E. T. 1961. Five Indian Tribes of the Upper Missouri: Sioux, Arickaras, Assiniboines, Crees, Crows, edited by J. C. Ewers. University of Oklahoma Press, Norman."
dennison1981,"Dennison, 1981","Dennison, G. 1981. Sekani. In Subarctic, edited by J. Helm, pp. 433-441. Handbook of North American Indians, Vol. 6. Smithsonian Institution, Washington, D.C."
dixon1905,"Dixon, 1905","Dixon, R. B. 1905. The Northern Maidu. Bulletin of the American Museum of Natural History 17, Pt. 3."
dixon1907,"Dixon, 1907","Dixon, R. B. 1907. The Shasta. Anthropological Papers, Vol. 17, Pt. 5. American Museum of Natural History, New York."
dixon1910,"Dixon, 1910","Dixon, R. B. 1910. The Chimikaro Indians and Language. University of California Publications in American Archaeology and Ethnology, Vol. 5, No. 5. University of California Press, Berkeley."
