var_id,code,description,name
WNAI23,2,Present,Present
WNAI23,3,Very frequent,Very Frequent
WNAI23,4,Only representative of the genus shown on map of dominant vegetation,Dominates the genus
WNAI24,NA,Missing data,Missing data
WNAI24,1,Absent,Absent
WNAI24,2,Present,Present
WNAI24,3,Very frequent,Very Frequent
WNAI24,4,Only representative of the genus shown on map of dominant vegetation,Dominates the genus
WNAI25,NA,Missing data,Missing data
WNAI25,1,Absent,Absent
WNAI25,2,Present,Present
WNAI26,NA,Missing data,Missing data
WNAI26,1,Absent,Absent
WNAI26,2,Present,Present
WNAI27,NA,Missing data,Missing data
WNAI27,1,Absent,Absent
WNAI27,2,Present,Present
WNAI28,NA,Missing data,Missing data
WNAI28,1,Absent,Absent
WNAI28,2,Present,Present
WNAI28,3,Very frequent,Very Frequent
WNAI28,4,Only representative of the genus shown on map of dominant vegetation,Dominates the genus
WNAI29,NA,Missing data,Missing data
WNAI29,1,Absent,Absent
WNAI29,2,Present,Present
WNAI30,NA,Missing data,Missing data
WNAI30,1,Absent,Absent
WNAI30,2,Present,Present
WNAI31,NA,Missing data,Missing data
WNAI31,1,Absent,Absent
WNAI31,2,Present,Present
WNAI32,NA,Missing data,Missing data
WNAI32,1,Absent,Absent
WNAI32,2,Present,Present
WNAI33,NA,Missing data,Missing data
WNAI33,1,Absent,Absent
WNAI33,2,Present,Present
WNAI34,NA,Missing data,Missing data
WNAI34,1,Absent,Absent
WNAI34,2,Present,Present
WNAI35,NA,Missing data,Missing data
WNAI35,1,Absent,Absent
WNAI35,2,Present,Present
WNAI36,NA,Missing data,Missing data
WNAI36,1,Absent,Absent
WNAI36,2,Present,Present
WNAI37,NA,Missing data,Missing data
WNAI37,1,Absent,Absent
WNAI37,2,Present,Present
WNAI38,NA,Missing data,Missing data
WNAI38,1,Absent,Absent
WNAI38,2,Present,Present
WNAI38,3,Very frequent,Very Frequent
WNAI38,4,Only representative of the genus shown on map of dominant vegetation,Dominates the genus
WNAI39,NA,Missing data,Missing data
WNAI39,1,Absent,Absent
WNAI39,2,Present,Present
WNAI39,3,Very frequent,Very Frequent
WNAI39,4,Only representative of the genus shown on map of dominant vegetation,Dominates the genus
WNAI40,NA,Missing data,Missing data
WNAI40,1,Absent,Absent
WNAI40,2,Present,Present
WNAI41,NA,Missing data,Missing data
WNAI41,1,Absent,Absent
WNAI41,2,Present,Present
WNAI42,NA,Missing data,Missing data
WNAI42,1,Absent,Absent
WNAI42,2,Present,Present
WNAI43,NA,Missing data,Missing data
WNAI43,1,Absent,Absent
WNAI43,2,Present,Present
WNAI44,NA,Missing data,Missing data
WNAI44,1,Absent,Absent
WNAI44,2,Present,Present
WNAI44,3,Very frequent,Very Frequent
WNAI44,4,Only representative of the genus shown on map of dominant vegetation,Dominates the genus
WNAI45,NA,Missing data,Missing data
WNAI45,1,Absent,Absent
WNAI45,2,Present,Present
WNAI46,NA,Missing data,Missing data
WNAI46,1,Absent,Absent
WNAI46,2,Present,Present
WNAI47,NA,Missing data,Missing data
WNAI47,1,Absent,Absent
WNAI47,2,Present,Present
WNAI48,NA,Missing data,Missing data
WNAI48,1,Absent,Absent
WNAI48,2,Present,Present
WNAI49,NA,Missing data,Missing data
WNAI49,1,Absent,Absent
WNAI49,2,Present,Present
WNAI50,NA,Missing data,Missing data
WNAI50,1,Absent,Absent
WNAI50,2,Present,Present
WNAI51,NA,Missing data,Missing data
WNAI51,1,Absent,Absent
WNAI51,2,Present,Present
WNAI52,NA,Missing data,Missing data
WNAI52,1,Absent,Absent
WNAI52,2,Present,Present
WNAI53,NA,Missing data,Missing data
WNAI53,1,Absent,Absent
WNAI53,2,Present,Present
WNAI54,NA,Missing data,Missing data
WNAI54,1,Absent,Absent
WNAI54,2,Present,Present
WNAI55,NA,Missing data,Missing data
WNAI55,1,Absent,Absent
WNAI55,2,Present,Present
WNAI56,NA,Missing data,Missing data
WNAI56,1,Absent,Absent
WNAI56,2,Present,Present
WNAI57,NA,Missing data,Missing data
WNAI57,1,Absent,Absent
WNAI57,2,Present,Present
WNAI58,NA,Missing data,Missing data
WNAI58,1,Absent,Absent
WNAI58,2,Present,Present
WNAI59,NA,Missing data,Missing data
WNAI59,1,Absent,Absent
WNAI59,2,Present,Present
WNAI60,NA,Missing data,Missing data
WNAI60,1,Absent,Absent
WNAI60,2,Present,Present
WNAI61,NA,Missing data,Missing data
WNAI61,1,Absent,Absent
WNAI61,2,Present,Present
WNAI62,NA,Missing data,Missing data
WNAI62,1,Absent,Absent
WNAI62,2,Present,Present
WNAI63,NA,Missing data,Missing data
WNAI63,1,Absent,Absent
WNAI63,2,Present,Present
WNAI64,NA,Missing data,Missing data
WNAI64,1,Absent,Absent
WNAI64,2,Present,Present
WNAI65,NA,Missing data,Missing data
WNAI65,1,Lower Austral,Lower Austral
WNAI65,2,Upper Austral,Upper Austral
WNAI65,3,Transition,Transition
WNAI65,4,Canadian,Canadian
WNAI65,5,1 and 2,1 and 2
WNAI65,6,2 and 3,2 and 3
WNAI65,7,3 and 4,3 and 4
WNAI65,8,1 and 2 and 3,"1,2 and 3"
WNAI65,9,2 and 3 and 4,"2,3 and 4"
WNAI66,NA,Missing data,Missing data
WNAI66,1,Absent or very rare,Absent or very rare
WNAI66,2,Present,Present
WNAI67,NA,Missing data,Missing data
WNAI67,1,Absent or very rare,Absent or very rare
WNAI67,2,Present,Present
WNAI68,NA,Missing data,Missing data
WNAI68,1,Absent or very rare,Absent or very rare
WNAI68,2,Present,Present
WNAI69,NA,Missing data,Missing data
WNAI69,1,Absent or very rare,Absent or very rare
WNAI69,2,Present,Present
WNAI70,NA,Missing data,Missing data
WNAI70,1,Absent or very rare,Absent or very rare
WNAI70,2,Present,Present
WNAI71,NA,Missing data,Missing data
WNAI71,1,Absent or very rare,Absent or very rare
WNAI71,2,Present,Present
WNAI72,NA,Missing data,Missing data
WNAI72,1,Absent or very rare,Absent or very rare
WNAI72,2,Present,Present
WNAI73,NA,Missing data,Missing data
WNAI73,1,Absent or very rare,Absent or very rare
WNAI73,2,Present,Present
WNAI74,NA,Missing data,Missing data
WNAI74,1,Absent or very rare,Absent or very rare
WNAI74,2,Present,Present
WNAI75,NA,Missing data,Missing data
WNAI75,1,Absent or very rare,Absent or very rare
WNAI75,2,Present,Present
WNAI76,NA,Missing data,Missing data
WNAI76,1,Absent or very rare,Absent or very rare
WNAI76,2,Present,Present
WNAI77,NA,Missing data,Missing data
WNAI77,1,Absent or very rare,Absent or very rare
WNAI77,2,Present,Present
WNAI78,NA,Missing data,Missing data
WNAI78,1,Absent or very rare,Absent or very rare
WNAI78,2,Present,Present
WNAI79,NA,Missing data,Missing data
WNAI79,1,Absent or very rare,Absent or very rare
WNAI79,2,Present,Present
WNAI80,NA,Missing data,Missing data
WNAI80,1,Absent or very rare,Absent or very rare
WNAI80,2,Present,Present
WNAI81,NA,Missing data,Missing data
WNAI81,1,Absent or very rare,Absent or very rare
WNAI81,2,Present,Present
WNAI82,NA,Missing data,Missing data
WNAI82,1,Absent or very rare,Absent or very rare
WNAI82,2,Present,Present
WNAI83,NA,Missing data,Missing data
WNAI83,1,Absent or very rare,Absent or very rare
WNAI83,2,Present,Present
WNAI84,NA,Missing data,Missing data
WNAI84,1,Absent or very rare,Absent or very rare
WNAI84,2,Present,Present
WNAI85,NA,Missing data,Missing data
WNAI85,1,Absent or very rare,Absent or very rare
WNAI85,2,Present,Present
WNAI86,NA,Missing data,Missing data
WNAI86,1,Absent or very rare,Absent or very rare
WNAI86,2,Present,Present
WNAI87,NA,Missing data,Missing data
WNAI87,1,Absent or very rare,Absent or very rare
WNAI87,2,Present,Present
WNAI88,NA,Missing data,Missing data
WNAI88,1,Absent or very rare,Absent or very rare
WNAI88,2,Present,Present
WNAI89,NA,Missing data,Missing data
WNAI89,1,Absent or very rare,Absent or very rare
WNAI89,2,Present,Present
WNAI90,NA,Missing data,Missing data
WNAI90,1,Absent or very rare,Absent or very rare
WNAI90,2,Present,Present
WNAI91,NA,Missing data,Missing data
WNAI91,1,Absent or very rare,Absent or very rare
WNAI91,2,Present,Present
WNAI92,NA,Missing data,Missing data
WNAI92,1,Absent or very rare,Absent or very rare
WNAI92,2,Present,Present
WNAI93,NA,Missing data,Missing data
WNAI93,1,Absent or very rare,Absent or very rare
WNAI93,2,Present,Present
WNAI94,NA,Missing data,Missing data
WNAI94,1,Absent or very rare,Absent or very rare
WNAI94,2,Present,Present
WNAI95,NA,Missing data,Missing data
WNAI95,1,None,None
WNAI95,2,1-5,11-15
WNAI95,3,6-10,6-10
WNAI95,4,11-15,1-5
WNAI95,5,16-20,16-20
WNAI95,6,21-25,21-25
WNAI95,7,26-29,26-30
WNAI96,NA,Missing data,Missing data
WNAI96,1,Absent or very rare,Absent or very rare
WNAI96,2,Present,Present
WNAI97,NA,Missing data,Missing data
WNAI97,1,Absent or very rare,Absent or very rare
WNAI97,2,Present,Present
WNAI98,NA,Missing data,Missing data
WNAI98,1,Absent or very rare,Absent or very rare
WNAI98,2,Present,Present
WNAI99,NA,Missing data,Missing data
WNAI99,1,Absent or very rare,Absent or very rare
WNAI99,2,Present,Present
WNAI100,NA,Missing data,Missing data
WNAI100,1,Absent or very rare,Absent or very rare
WNAI100,2,Present,Present
WNAI101,NA,Missing data,Missing data
WNAI101,1,Absent or very rare,Absent or very rare
WNAI101,2,Present,Present
WNAI102,NA,Missing data,Missing data
WNAI102,1,Absent or very rare,Absent or very rare
WNAI102,2,Present,Present
WNAI103,NA,Missing data,Missing data
WNAI103,1,Absent or very rare,Absent or very rare
WNAI103,2,Present,Present
WNAI104,NA,Missing data,Missing data
WNAI104,1,Absent or very rare,Absent or very rare
WNAI104,2,Present,Present
WNAI105,NA,Missing data,Missing data
WNAI105,1,Absent or very rare,Absent or very rare
WNAI105,2,Present,Present
WNAI106,NA,Missing data,Missing data
WNAI106,1,Absent or very rare,Absent or very rare
WNAI106,2,C. canadensis present,C canadensis present
WNAI106,3,C. nannodes present,C nannodes present
WNAI106,4,C. merriami present,C merriami present
WNAI107,NA,Missing data,Missing data
WNAI107,1,Absent or very rare,Absent or very rare
WNAI107,2,Present,Present
WNAI108,NA,Missing data,Missing data
WNAI108,1,Absent or very rare,Absent or very rare
WNAI108,2,Present,Present
WNAI109,NA,Missing data,Missing data
WNAI109,1,Absent or very rare,Absent or very rare
WNAI109,2,Present,Present
WNAI110,NA,Missing data,Missing data
WNAI110,1,Absent or very rare,Absent or very rare
WNAI110,2,Present,Present
WNAI111,NA,Missing data,Missing data
WNAI111,1,Absent or very rare,Absent or very rare
WNAI111,2,Present,Present
WNAI112,NA,Missing data,Missing data
WNAI112,1,Absent or very rare,Absent or very rare
WNAI112,2,Present,Present
WNAI113,NA,Missing data,Missing data
WNAI113,1,Absent or very rare,Absent
WNAI113,2,Present,Present
WNAI114,NA,Missing data,Missing data
WNAI114,1,Absent or very rare,Absent or very rare
WNAI114,2,Present,Present
WNAI115,NA,Missing data,Missing data
WNAI115,1,Absent or very rare,Absent or very rare
WNAI115,2,1-5,11-15
WNAI115,3,6-10,5-10
WNAI115,4,11-15,1-5
WNAI115,5,16-19,16-19
WNAI116,NA,Missing data,Missing data
WNAI116,1,Absent or very rare,Absent or very rare
WNAI116,2,Present,Present
WNAI117,NA,Missing data,Missing data
WNAI117,1,Absent or very rare,Absent or very rare
WNAI117,2,Present,Present
WNAI118,NA,Missing data,Missing data
WNAI118,1,Absent or very rare,Absent or very rare
WNAI118,2,Present,Present
WNAI119,NA,Missing data,Missing data
WNAI119,1,Absent or very rare,Absent or very rare
WNAI119,2,Present,Present
WNAI120,NA,Missing data,Missing data
WNAI120,1,Absent or very rare,Absent or very rare
WNAI120,2,Present,Present
WNAI121,NA,Missing data,Missing data
WNAI121,1,Absent or very rare,Absent or very rare
WNAI121,2,Present,Present
WNAI122,NA,Missing data,Missing data
WNAI122,1,Absent or very rare,Absent or very rare
WNAI122,2,Present,Present
WNAI123,NA,Missing data,Missing data
WNAI123,1,Absent or very rare,Absent or very rare
WNAI123,2,Present,Present
WNAI124,NA,Missing data,Missing data
WNAI124,1,Absent or very rare,Absent or very rare
WNAI124,2,Present,Present
WNAI125,NA,Missing data,Missing data
WNAI125,1,Absent or very rare,Absent or very rare
WNAI125,2,Present,Present
WNAI126,NA,Missing data,Missing data
WNAI126,1,Absent or very rare,Absent or very rare
WNAI126,2,Present,Present
WNAI127,NA,Missing data,Missing data
WNAI127,1,Absent or very rare,Absent or very rare
WNAI127,2,Present,Present
WNAI128,NA,Missing data,Missing data
WNAI128,0,0,0
WNAI128,1,1,1
WNAI128,2,2,2
WNAI128,3,3,3
WNAI128,4,4,4
WNAI128,5,5,5
WNAI128,6,6,6
WNAI129,NA,Missing data,Missing data
WNAI129,1,Absent or very rare,Absent or very rare
WNAI129,2,Present,Present
WNAI130,NA,Missing data,Missing data
WNAI130,1,Absent or very rare,Absent or very rare
WNAI130,2,Present,Present
WNAI131,NA,Missing data,Missing data
WNAI131,1,Absent or very rare,Absent or very rare
WNAI131,2,Present,Present
WNAI132,NA,Missing data,Missing data
WNAI132,1,Absent or very rare,Absent or very rare
WNAI132,2,Present,Present
WNAI133,NA,Missing data,Missing data
WNAI133,1,Absent or very rare,Absent or very rare
WNAI133,2,Present,Present
WNAI134,NA,Missing data,Missing data
WNAI134,1,Absent or very rare,Absent or very rare
WNAI134,2,Present,Present
WNAI135,NA,Missing data,Missing data
WNAI135,1,Fishless or very nearly so,Fishless-nearly so
WNAI135,2,Less than 50,Less than 50
WNAI135,3,50-100,50-100
WNAI135,4,100-200,100-200
WNAI135,5,200-300,200-300
WNAI135,6,400-600,400-600
WNAI135,7,800-1000,800-1000
WNAI136,NA,Missing data,Missing data
WNAI136,1,Tribes reported as never eating fish,Do not eat fish
WNAI136,2,Fish contributed very little to diet,Few fish in diet
WNAI136,3,"Fish commonly eaten, but a supplement and not a staple","Eaten, not staple"
WNAI136,4,Fish a staple but no more important than game or plants,Co-equal staple
WNAI136,5,Fish the most important staple,Dominant staple
WNAI137,NA,Missing data,Missing data
WNAI137,1,Absent or very rare,Absent or very rare
WNAI137,2,Present,Present
WNAI138,NA,Missing data,Missing data
WNAI138,1,Absent or very rare,Absent or very rare
WNAI138,2,Present,Present
WNAI139,NA,Missing data,Missing data
WNAI139,1,Absent or very rare,Absent or very rare
WNAI139,2,Present,Present
WNAI140,NA,Missing data,Missing data
WNAI140,1,Absent or very rare,Absent or very rare
WNAI140,2,Present,Present
WNAI141,NA,Missing data,Missing data
WNAI141,1,Harpoon probably absent,Probably absent
WNAI141,2,Harpoon without float,"Harpoon, no float"
WNAI141,3,Harpoon with inflated float,Harpoon with float
WNAI142,NA,Missing data,Missing data
WNAI142,1,Probably neither fences nor nets were used,No fences no nets
WNAI142,2,A stationary fence or enclosure was used,Station fence-enclosure
WNAI142,3,A portable net,Portable net
WNAI142,4,Both fences and nets were used,2 and 3
WNAI143,NA,Missing data,Missing data
WNAI143,1,Probably absent,Probably absent
WNAI143,2,Present,Present
WNAI144,NA,Missing data,Missing data
WNAI144,1,Probably absent,Probably absent
WNAI144,2,Stone only,Stone only
WNAI144,3,"Logs, or combinations of logs and stones, but not stones alone",Logs or logs & stone
WNAI144,4,"Stones, or logs, or combination of logs and stones",Stones/logs/log&stone
WNAI145,NA,Missing data,Missing data
WNAI145,1,Probably no nets,Probably no nets
WNAI145,2,Only small hand nets,Small hand nets only
WNAI145,3,Gills nets and seines,Gill nets & seines
WNAI146,NA,Missing data,Missing data
WNAI146,1,Probably no weirs and traps,No weirs or traps
WNAI146,2,"Simple pens or obstructions, or traps without weirs",Pens/obstruct/traps
WNAI146,3,Weirs equipped with traps,Weirs with traps
WNAI147,NA,Missing data,Missing data
WNAI147,1,Leister probably absent,Leister absent
WNAI147,2,Leister present,Leister present
WNAI148,NA,Missing data,Missing data
WNAI148,1,Probably no fish harpoons,No harpoons
WNAI148,2,Single point,Single point
WNAI148,3,Double point,Double point
WNAI148,4,Both single and double point,2 and 3
WNAI149,NA,Missing data,Missing data
WNAI149,1,Probably no seeds gathered or no report of seed-gathering containers,Probably none
WNAI149,2,Basketry,Basketry
WNAI149,3,Hide,Hide
WNAI149,4,Both basketry and hides,Basketry and hide
WNAI149,5,Both pottery and basketry,Pottery and basketry
WNAI150,NA,Missing data,Missing data
WNAI150,1,Probably absent,Probably absent
WNAI150,2,Crutch-handled,Crutch-handled
WNAI150,3,Straight-handled,Straight-handled
WNAI150,4,Both crutch-handled and straight-handled sticks used,2 and 3
WNAI151,NA,Missing data,Missing data
WNAI151,1,Probably all absent,Probably all absent
WNAI151,2,Gathering poles,Gathering poles
WNAI151,3,Cactus tongs,Cactus tongs
WNAI151,4,End-bladed mescal cutter,End-bladed mescal cut
WNAI151,5,Both gathering poles and cactus tongs,2 and 3
WNAI151,6,Both gathering poles and end-bladed mescal cutters,2 and 4
WNAI151,7,"All three devices: poles, tongs, and cutters","2, 3 and 4"
WNAI152,NA,Missing data,Missing data
WNAI152,1,Probably not cultivated,Prob not cultivated
WNAI152,2,Cultivated,Cultivated
WNAI153,NA,Missing data,Missing data
WNAI153,1,Probably no irrigation,Prob no irrigation
WNAI153,2,Only natural flood irrigation,Only natural flood
WNAI153,3,"Wing fences, dykes, dams to control runoff",Wing fence-dyke-dam
WNAI153,4,Irrigation ditches dug and maintained (item (B) in symbol category of Map Cu-23),Ditches dug-maintain
WNAI153,5,"Both wing fences, etc., and ditches (items (B) and (C) in symbol category of Map Cu-23)",3 and 4
WNAI153,6,Both natural flood and ditches,2 and 4
WNAI153,7,Both natural flood and wing fences,2 and 3
WNAI154,NA,Missing data,Missing data
WNAI154,1,None of the below,None of the below
WNAI154,2,Pointed stick,Pointed stick
WNAI154,3,End-bladed stick,End-bladed stick
WNAI154,4,Swordlike tool,Swordlike tool
WNAI154,5,Both pointed stick and end-bladed stick,2 and 3
WNAI154,6,Both pointed stick and swordlike tool,2 and 4
WNAI154,7,"All three: pointed, end-bladed, swordlike","2, 3 and 4"
WNAI155,NA,Missing data,Missing data
WNAI155,1,"Boiling done directly over fire, in pottery or steatile containers","Direct,pots/steatite"
WNAI155,2,Heated stones dropped into container,Stones in container
WNAI155,3,Both direct fire and stone boiling,Direct fire & stone
WNAI156,NA,Missing data,Missing data
WNAI156,1,Acorns not eaten,Acorns not eaten
WNAI156,2,Eaten without leaching,Eaten unleached
WNAI156,3,Ground before leaching,Ground before leach
WNAI156,4,Whole kernel immersed in cold water or buried in mud,Immersed or buried
WNAI156,5,Boiled whole with lye to leach,Boiled w lye to leach
WNAI156,6,Both ground before leaching and whole kernel immersed in cold water or buried,3 and 4
WNAI157,NA,Missing data,Missing data
WNAI157,1,Probably no stone food mortars,Prob no stone mortar
WNAI157,2,Portable hollowed mortar,Portable hollowed
WNAI157,3,Portable slab or block mortar,Port slab or block
WNAI157,4,Both hollowed and slab or block,2 and 3
WNAI158,NA,Missing data,Missing data
WNAI158,1,Probably no wooden food mortars,Prob no wood mortar
WNAI158,2,In end of log,In end of log
WNAI158,3,In side of log,In side of log
WNAI158,4,"Slab, block, or plank","Slab, block, plank"
WNAI158,5,Both in end of log and side of log,1 and 2
WNAI159,NA,Missing data,Missing data
WNAI159,1,Probably no milling stones used,Prob no mill stones
WNAI159,2,Milling stones had round or oval shape; not set within a bin,"Round or oval,no bin"
WNAI159,3,"Rectangloid slab, not in a bin","Rectangl slab,no bin"
WNAI159,4,Rectangloid trough,Rectangloid trough
WNAI159,5,"Round or oval and rectangloid shapes used, not in bin","2 and 3, no bin"
WNAI159,6,Rectangloid slab in wooden bin,"Rectangloid slab,bin"
WNAI159,7,"Three types used: round or oval and rectangloid slab not in bin ,and rectangloid trough","2,3 and 4"
WNAI160,NA,Missing data,Missing data
WNAI160,1,"Meat dried only in sun or air, or smoking not reported",Sun or air dried
WNAI160,2,Meat smoked or fire dried,Smoke or fire dried
WNAI161,NA,Missing data,Missing data
WNAI161,1,Probably no parching of seeds done,Probably no parching
WNAI161,2,Parched on flat stone,Flat stone
WNAI161,3,In basketry container,Basketry container
WNAI161,4,In pottery container,Pottery container
WNAI161,5,In both basketry and pottery containers,3 and 4
WNAI162,NA,Missing data,Missing data
WNAI162,1,Probably absent,Probably absent
WNAI162,2,Present,Present
WNAI163,NA,Missing data,Missing data
WNAI163,1,No boats or rafts of any kind,No boats or rafts
WNAI163,2,Log or pole raft,Log or pole raft
WNAI163,3,Balsa,Balsa
WNAI163,4,Round hide boat,Round hide boat
WNAI163,5,Bark canoe,Bark canoe
WNAI163,6,Dugout canoe,Dugout canoe
WNAI163,7,Plank canoe,Plank canoe
WNAI163,8,Both log or pole raft and dugout canoe,2 and 6
WNAI164,NA,Missing data,Missing data
WNAI164,1,Double lean-to,Double lean-to
WNAI164,2,"Crude conical tipi, covered with brush, bark, and perhaps unsewn hides",Crude conical tipi
WNAI164,3,Mohave-type with four-pitch roof,Mohave-type 4-pitch
WNAI164,4,"Plains type of conical tipi, with sewn hide cover in nineteenth century",Plains skin tipi
WNAI164,5,Rectangular plank house with vertical walls,Rect plank-vert walls
WNAI164,6,Domed house,Domed house
WNAI164,7,"Semisubterranean, circular, earth-covered lodge",Semisub earth lodge
WNAI164,8,"Pueblo type: rectangular, vertical walls, nearly flat roof, multiple stories, and multiple rooms clustered together",Pueblo-type rect-vert
WNAI165,NA,Missing data,Missing data
WNAI165,1,No conical or subconical dwellings,No conical-subconicl
WNAI165,2,"No specified number of poles, or number of poles not mentioned",No specific # poles
WNAI165,3,Three-pole foundation,Three-pole foundation
WNAI165,4,Four-pole foundation,Four-pole foundation
WNAI165,5,Both three-pole and four-pole foundation,3 and 4
WNAI166,NA,Missing data,Missing data
WNAI166,1,Neither hide nor thatch house covering,No hide or thatch
WNAI166,2,House covering of hide,Hide cover
WNAI166,3,House covering of thatch,Thatch cover
WNAI166,4,Both hide and thatch house covering,2 and 3
WNAI167,NA,Missing data,Missing data
WNAI167,1,Neither bark nor mat house covering,No bark or mat
WNAI167,2,House covering of bark,Bark cover
WNAI167,3,House covering of woven or sewn mat,Woven or sewn mat
WNAI167,4,Both bark and mat house covering,2 and 3
WNAI168,NA,Missing data,Missing data
WNAI168,1,"Neither stone, adobe, wattle, nor sod",No stone-wattle-sod
WNAI168,2,Covering of unprocessed earth or sod,Unprocessed earth-sod
WNAI168,3,"Walls of stone, adobe, or mud wattle",Stone-adobe-wattle
WNAI169,NA,Missing data,Missing data
WNAI169,1,Neither semisubterranean floor nor tunnel entrance,No semisub or tunnel
WNAI169,2,Semisubterranean floor,Semisub floor
WNAI169,3,Tunnel entrance,Tunnel entrance
WNAI169,4,Both semisubterranean floor and tunnel entrance,3 and 4
WNAI170,NA,Missing data,Missing data
WNAI170,1,No headgear of woven plant materials,No woven plant mat
WNAI170,2,Rainhat with brim worn by both sexes,"Rainhat w brim,m&f"
WNAI170,3,Brimless or less-brimmed cap worn by both sexes,"Brimless, both sexes"
WNAI170,4,Brimless or less-brimmed cap worn only by women,"Brimless, women only"
WNAI171,NA,Missing data,Missing data
WNAI171,1,No headgear of hide or fur,No hide or fur
WNAI171,2,Brimless fur cap,Brimless fur cap
WNAI171,3,Fur cap with visor,Fur cap with visor
WNAI171,4,Buckskin cap,Buckskin cap
WNAI171,5,Brimless fur cap and buckskin cap,2 and 4
WNAI171,6,Brimless fur cap and fur cap with visor,2 and 3
WNAI172,NA,Missing data,Missing data
WNAI172,1,No robes or capes made of fur,Neither of fur
WNAI172,2,Made of single large hide with fur,Single hide with fur
WNAI172,3,"Made of multiple small hides with fur, sewn together","Many small hides,sewn"
WNAI172,4,Both single large and multiple small hides with fur,2 and 3
WNAI173,NA,Missing data,Missing data
WNAI173,1,Absent,Absent
WNAI173,2,"Of twined, woven, netted strips of fur","Twine,woven,net strips"
WNAI173,3,"Of buckskin, dehaired","Buckskin, dehaired"
WNAI173,4,Both twined and dehaired buckskin,Twined and dehaired
WNAI174,NA,Missing data,Missing data
WNAI174,1,Absent,Absent
WNAI174,2,Of woven wool or hair,Woven wool or hair
WNAI174,3,Of feather covering over woven or netted foundation,Feather over foundtn
WNAI174,4,Both woven wool or hair and feathers used as covering over woven or netted foundation,2 and 3
WNAI175,NA,Missing data,Missing data
WNAI175,1,Absence of these,Absent
WNAI175,2,Were made of woven plant materials,Woven plant material
