var_id,code,description,name
SCCS14,2,"Improved Trails, for porters or animal carriers",Improved Trails/porters/animal
SCCS14,3,"Unpaved Roads, for wheeled vehicles",Unpaved roads/wheeled vehicles
SCCS14,4,Paved Roads,Paved Roads
SCCS15,NA,Missing data,NA
SCCS15,1,"None, but feasible",Not feasible
SCCS15,2,Not feasible,"None, but feasible"
SCCS15,3,Floats or rafts,Floats or rafts
SCCS15,4,Human powered craft,Human powered crafts
SCCS15,5,Sail powered craft,Sail powered crafts
SCCS15,6,Motorized craft,Motorized craft
SCCS16,NA,Missing data,NA
SCCS16,1,"Small, for <10 people or load equivalent",Small <10 people/load
SCCS16,2,"Medium, for >10 people or load equivalent",Medium >10 people/load
SCCS16,3,"Large, for >40 people or load equivalent",Large >40 people/load
SCCS17,NA,Missing data,NA
SCCS17,1,No media of exchange or money,No media of exchange or money
SCCS17,2,Domestically usable articles as media of exchange,Domestically usable articles
SCCS17,3,Tokens of conventional value as media of exchange,Tokens of conventional value
SCCS17,4,Foreign coinage or paper currency,Foreign coinage/paper currency
SCCS17,5,Indigenous coinage or paper currency,Indigenous coinage/paper currency
SCCS18,NA,Missing data,NA
SCCS18,1,Personal loans between friends or relatives,Personal loans/friends/relatives
SCCS18,2,Internal money lending specialists,Internal money
SCCS18,3,External money lending specialists,External money
SCCS18,4,Banks or comparable institutions,Banks or comparable institutions
SCCS19,NA,Missing data,NA
SCCS19,1,"Year-round food supply, none","Year-round food supply, none"
SCCS19,2,"Year-round food supply, simple","Year-round food supply, simple"
SCCS19,3,"Year-round food supply, complex","Year-round foos supply, complex"
SCCS19,4,"Daily variation, none","Daily Variation, none"
SCCS19,5,"Daily variation, simple","Daily Variation, simple"
SCCS19,7,"Seasonal variation, barely adequate",Seasonal variation/barely adequate
SCCS19,8,"Seasonal variation, adequate (8)",Seasonal variation/adequate
SCCS19,9,"Seasonal variation, adequate (9)",Seasonal variation/adequate_duplicated_9
SCCS19,10,"Annual variation, barely adequate",Annual variation/barely adequate
SCCS19,11,"Annual variation, adequate (11)",Annual variation/adequate
SCCS19,12,"Annual variation, adequate (12)",Annual variation/adequate_duplicated_12
SCCS19,13,"Imported food, barely adequate",Imported food/barely adequate
SCCS20,NA,Missing data,NA
SCCS20,1,None,None
SCCS20,2,Individual households,Individual households
SCCS20,3,Communal facilities,Communal facilities
SCCS20,4,Political agent controlled repositories,Political agent controlled
SCCS20,5,Economic agent controlled repositories,Economic agent controlled
SCCS21,NA,Missing data,NA
SCCS21,1,None or barely adequate,None or barely adequate
SCCS21,2,Simple or adequate,Simple or adequate
SCCS21,3,Complex or More than adequate,Complez or> adequate
SCCS22,NA,Missing data,NA
SCCS22,1,Year-round food supply locally,year-round food supply locally
SCCS22,2,Daily variation in food supply,daily variation in food supply
SCCS22,3,Seasonal variation,seasonal variation
SCCS22,4,Annual variation,Annual variation
SCCS22,5,Imported food supply,Imported food supply
SCCS23,NA,Missing data,NA
SCCS23,2,"Mo same room (not bed) as infant, Fa different room",Mo same room/Fa different room
SCCS23,4,"Mo same room (not bed) as infant, Fa different bed",Mo same room/Fa different bed
SCCS23,5,"Mo, Fa same room as infant, beds not specified","Mo, Fa same room/ beds not specified"
SCCS23,6,"Mo same bed as infant, Fa different room",Mo same bed/Fa different room
SCCS23,7,"Mo same bed as infant, Fa not specified",Mo same bed/Fa not specified
SCCS23,8,"Mo same bed as infant, Fa same room",Mo same bed/Fa same room
SCCS23,9,Mo and Fa in same bed as infant,Mo & Fa same bed w/infant
SCCS24,NA,Missing data,NA
SCCS24,1,None except in emergency,None except emergency
SCCS24,2,Loose confinement - Tether or playpen,Loose confinement/tether/playpen
SCCS24,3,Limited space - Bed or hammock,Limited Space/bed/hammock
SCCS24,4,"Movement limited - Swaddling, heavy blankets",Movement limited/swaddling
SCCS24,5,Often Bound - Cradle Board,Often Bound/Cradle Board
SCCS25,NA,Missing data,NA
SCCS25,1,None except in emergency,None except emergency
SCCS25,2,Loose confinement - Tether or playpen,Loose confinement/tether/playpen
SCCS25,3,Limited space - Bed or hammock,Limited Space/bed/hammock
SCCS25,4,"Movement limited - Swaddling, heavy blankets",Movement limited/swaddling
SCCS25,5,Often Bound - Cradle Board,Often Bound/Cradle Board
SCCS26,NA,Missing data,NA
SCCS26,1,Limited to routine and precautionary care,Limited to routine/precautionary care
SCCS26,2,Occasionally,Occasionally
SCCS26,3,Up to 1/2 time,Up to 1/2
SCCS26,4,> 1/2 time,>1/2 time
SCCS26,5,Almost Constantly,Almost constantly
SCCS27,NA,Missing data,NA
SCCS27,1,Limited to routine and precautionary care,Limited to routine/precautionary care
SCCS27,2,Occasionally,Occasionally
SCCS27,3,Up to 1/2 time,Up to 1/2
SCCS27,4,> 1/2 time,> 1/2 time
SCCS27,5,Almost Constantly,Almost constantly
SCCS28,NA,Missing data,NA
SCCS28,1,"None, skin contact","None, skin contact"
SCCS28,2,"None, clothing or blanket",None/clothing/blanket
SCCS28,3,Sling or Pouch,Sling or pouch
SCCS28,4,Basket,Basket
SCCS28,5,Rigid Cradleboard,Rigid Cradleboard
SCCS29,NA,Missing data,NA
SCCS29,1,Back,Back
SCCS29,2,Side,Side
SCCS29,3,Front,Front
SCCS29,4,Other,Other
SCCS30,NA,Missing data,NA
SCCS30,1,Away from carrier,Away from carrier
SCCS30,2,Toward carrier,Toward Carrier
SCCS31,NA,Missing data,NA
SCCS31,1,Indifferent or punitive,Indifferent/punitive
SCCS31,2,"Slow or perfunctory, nurturant",Slow/perfunctory nurturant
SCCS31,3,Speedy but inconsistently nurturant,Speedy but inconsistent
SCCS31,4,"Generally speedy, nurturant",Generally speedy
SCCS31,5,"Always speedy, nurturant",Always speedy
SCCS32,NA,Missing data,NA
SCCS32,1,Very Infrequent and brief,Very Infrequent/brief
SCCS32,2,Infrequent and short,Infrequent/short
SCCS32,3,Infrequent and prolonged,Infrequent/prolonged
SCCS32,4,Frequent and short,frequent/short
SCCS32,5,Frequent and prolonged,frequent/prolonged
SCCS33,NA,Missing data,NA
SCCS33,1,Absent,Absent
SCCS33,2,Only neonatally or very mild pain,Only neonatally/very mild pain
SCCS33,3,Occasional mild pain,Occasional mild pain
SCCS33,4,Frequent mild pain or infrequent severe pain,Frequent mild pain/infrequent severe
SCCS33,5,Frequent pain,Frequent pain
SCCS34,NA,Missing data,NA
SCCS34,1,Intercourse expected soon after birth,Intercourse expected soon after birth
SCCS34,2,None,None
SCCS34,3,1 month or less,1 month or <
SCCS34,4,6 months or less,6 months or <
SCCS34,5,1 year or less,1 year or <
SCCS34,6,2 years or less,2 years or <
SCCS34,7,> 2 years,> 2 years
SCCS35,NA,Missing data,NA
SCCS35,1,None,None
SCCS35,2,Only within first 2 months,Only in first 2 months
SCCS35,3,One occasion at later age,One occasion at later age
SCCS35,4,Two or more ceremonies,Two or more ceremonies
SCCS35,5,Prominent,Prominent
SCCS36,NA,Missing data,NA
SCCS36,1,None,None
SCCS36,2,"Only neonatal period, e.g., couvade","Only neonatal period, e.g. couvade"
SCCS36,3,"Slight, neonatally and later","Slight, neonatally and later"
SCCS36,4,"Moderate, neonatally and later","Moderate, neonatally and later"
SCCS36,5,"Exaggerated, neonatally and later","Exaggerated, neonatally and later"
SCCS37,NA,Missing data,NA
SCCS37,1,No special effort,No Special effort
SCCS37,2,Slight,Slight
SCCS37,3,"Moderate, e.g., regular baths","Moderate, e.g. regular bath"
SCCS37,4,"Some exceptional techniques, e.g., medicines, ointments, diapers",Some exceptional techniques/medicines
SCCS37,5,Variety of exceptional techniques,Variety of exceptional techniques
SCCS38,NA,Missing data,NA
SCCS38,1,Before 1 month,Before 1 Month
SCCS38,2,1-6 months,1-6 months
SCCS38,3,"7-12 months, including solids","7-12 months, including solids"
SCCS38,4,"7-12 months, only liquids or premasticated","7-12 months, only liquids/premasticated"
SCCS38,5,After 12 months,After 12 months
SCCS39,NA,Missing data,NA
SCCS39,1,> 2 years and gentle,>2 years and gentle
SCCS39,2,> 2 years and severe,>2 years and severe
SCCS39,3,> 1 year and gentle,>1 year and gentle
SCCS39,4,> 1 year and severe,>1 year and severe
SCCS39,5,> 6 months and gentle,>6 months and gentle
SCCS39,6,> 6 months and severe,>6 months and severe
SCCS39,7,< 6 months and gentle,< 6 months and gentle
SCCS40,NA,Missing data,NA
SCCS40,1,Discourage or punish early development,Discourage or punish early development
SCCS40,2,Ignore development,Ignore Development
SCCS40,3,"No active assistance, but attention given","No active assistance, attention given"
SCCS40,4,Definite but inconsistent rewards,Definite but inconsistent rewards
SCCS40,5,Strong Encouragement and assistance,Strong encouragement and assistance
SCCS41,NA,Missing data,NA
SCCS41,1,> 4 years and gradual,>4 years and gradual
SCCS41,2,> 4 years and abrupt,>4 years and abrupt
SCCS41,3,2-4 years and gradual,2-4 years and gradual
SCCS41,4,"2-4 years and abrupt, or < 2 years and gradual",2-4 years and gradual/< 2 yrs & gradual
SCCS42,NA,Missing data,NA
SCCS42,0,None,None
SCCS42,1,3-5 years,3-5 yeas
SCCS42,2,> 18 months,>18 Months
SCCS42,3,> 1 year,>1 year
SCCS42,4,> 6 months,>6 months
SCCS42,5,< 6 month,<6 months
SCCS43,NA,Missing data,NA
SCCS43,0,Even adults uncovered,Even adults uncovered
SCCS43,1,Very late,Very Late
SCCS43,2,Late,Late
SCCS43,3,> 1 year,>1 year
SCCS43,4,< 6 months,< 6 months
SCCS43,5,After birth,After Birth
SCCS44,NA,Missing data,NA
SCCS44,1,up to 12 months,up to 12 Months
SCCS44,2,13 - 20 months,13-20 Months
SCCS44,3,21 - 24,21-24
SCCS44,4,25 - 30,25-30
SCCS44,5,31 - 36,31-36
SCCS44,6,37 - 42,37-42
SCCS44,7,43 - 48,43-48
SCCS45,NA,Missing data,NA
SCCS45,1,up to 12 months,up to 12 Months
SCCS45,2,13 - 20,13-20 Months
SCCS45,3,21 - 24,21-24
SCCS45,4,25 - 30,25-30
SCCS45,5,31 - 36,31-36
SCCS45,6,37 - 42,37-42
SCCS45,7,43 - 48,43-48
SCCS45,8,49 - 60,49-60
SCCS46,NA,Missing data,NA
SCCS46,1,1st in onset (among variables 46-50),1st in onset (among variables 46-50)
SCCS46,2,2nd,2nd
SCCS46,3,3rd,3rd
SCCS46,4,4th,4th
SCCS47,NA,Missing data,NA
SCCS47,1,1st,1st
SCCS47,2,2nd,2nd
SCCS47,3,3rd,3rd
SCCS47,4,4th,4th
SCCS48,NA,Missing data,NA
SCCS48,2,2nd,2nd
SCCS48,3,3rd,3rd
SCCS48,4,4th,4th
SCCS48,5,5th,5th
SCCS49,NA,Missing data,NA
SCCS49,1,1st,1st
SCCS49,2,2nd,2nd
SCCS49,3,3rd,3rd
SCCS49,4,4th,4th
SCCS49,5,5th,5th
SCCS50,NA,Missing data,NA
SCCS50,1,1st,1st
SCCS50,2,2nd,2nd
SCCS50,3,3rd,3rd
SCCS50,4,4th,4th
SCCS50,5,5th,5th
SCCS51,NA,Missing data,NA
SCCS51,1,Almost Exclusively Mother,Almost exclusively mother
SCCS51,2,"Principally Mother, others minor roles","Pricipally mother, others minor roles"
SCCS51,3,"Principally Mother, others important roles","Principally mother, others impotant roles"
SCCS51,4,Mother < 1/2 care,Mother < 1/2 care
SCCS51,5,Mother minor but significant,Mother minor but significant
SCCS51,6,Mother minimal except for nursing,Mother minimal except nursing
SCCS52,NA,Missing data,NA
SCCS52,2,"Principally Mother, others important roles","Principally mother, other important roles"
SCCS52,3,Mother < 1/2 care,Mother <1/2 care
SCCS52,4,Primarily others,Primarily others
SCCS52,5,Exclusively others,exclusively others
SCCS53,NA,Missing data,NA
SCCS53,1,Distant,Distant
SCCS53,2,Rarely close,Rarely close
SCCS53,3,Occasionally close,Occasionally close
SCCS53,4,Frequently close,Frequently close
SCCS53,5,Regularly close,Regularly close
SCCS54,NA,Missing data,NA
SCCS54,1,Distant,Distant
SCCS54,2,Rarely Close,Rarely close
SCCS54,3,Occasionally Close,Occasionally close
SCCS54,4,Frequently Close,Frequently close
SCCS54,5,Regularly Close,Regularly close
SCCS55,NA,Missing data,NA
SCCS55,1,"Children, Females","children, females"
SCCS55,2,"Children, unspecified","children, unspecified"
SCCS55,3,"Children, both sexes","children, both sexes"
SCCS55,4,"Adult Family, Females","adult family, females"
SCCS55,6,"Adult Family, both sexe","adult family, both sexes"
SCCS55,7,"Others, Female","others, female"
SCCS55,9,"Others, both sexes","others, both sexes"
SCCS56,NA,Missing data,NA
SCCS56,1,Peer group (single sex),"peer group, single sex"
SCCS56,2,Peer group (sex unspecified),"peer group, sex unspecified"
SCCS56,3,Peer group (both sexes),"peer group, both sexes"
SCCS56,4,Older children (single sex),"older children, single sex"
SCCS56,5,Older children (sex unspecified),"older children, sex unspecified"
SCCS56,6,Older children (both sexes),"older children, both sexes"
SCCS56,7,Adults (single sex),"adults, single sex"
SCCS56,8,Adults (sex unspecified),"adults, sex unspecified"
SCCS56,9,Adults (both sexes),"adults, both sexes"
SCCS57,NA,Missing data,NA
SCCS57,1,Severe or neglectful,Severe or neglectful
SCCS57,2,Lesser severity,Lesser severity
SCCS57,3,Occasional indulgence,Occasional indulgence
SCCS57,4,Greater,Greater
SCCS57,5,Highly affectionate,Highly affectionate
SCCS58,NA,Missing data,NA
SCCS58,1,Low in category,Low in category
SCCS58,2,Medium in category,Medium in category
SCCS58,3,High in category,High in catagory
SCCS59,NA,Missing data,NA
SCCS59,1,Severe,Severe
SCCS59,2,Less Severity,Less Severity
SCCS59,3,Occasional Severity,Occasional severity
SCCS59,4,Greater Leniency,Greater leniency
SCCS59,5,Consistently Lenient,Consistent leniency
SCCS60,NA,Missing data,NA
SCCS60,1,Low in Category,Low in category
SCCS60,2,Medium in Category,Medium in catagory
SCCS60,3,High in Category,High in Category
SCCS61,NA,Missing data,NA
SCCS61,1,Migratory,Migratory
SCCS61,2,Seminomadic- fixed then migratory,Seminomadic-fixed then migratory
SCCS61,3,Rotating among 2+ fixed,Rotating among 2+ fixed
SCCS61,4,"Semisedentary- fixed core, some migratory","Semisedentary-fixed core, some migratory"
SCCS61,5,Impermanent- periodically moved,Impermanent-periodically moved
SCCS61,6,Permanent,Permanent
SCCS62,NA,Missing data,NA
SCCS62,1,,Dispersed
SCCS62,2,,Spatially separated subsettlements
SCCS62,3,,Partially dispersed with central core
SCCS62,4,,Compact
SCCS63,NA,Missing data,NA
SCCS63,1,< 50,< 50
SCCS63,2,50-99,50-99
SCCS63,3,100-199,100-199
SCCS63,4,200-399,200-399
SCCS63,5,400-999,400-999
SCCS63,6,"1,000-4,999","1,000-4,999"
SCCS63,7,"5,000-49,999","5,000-49,999"
SCCS63,8,"> 50,000","> 50,000"
SCCS64,NA,Missing data,NA
SCCS64,1,< 1 person per 5 sq. mile,< 1 person / 5 sq. mile
SCCS64,2,1 person per 1-5 sq. mile,1 person / 1-5 sq. mile
SCCS64,3,1-5 persons per sq. mile,1-5 persons / sq. mile
SCCS64,4,1-25 persons per sq. mile,1-25 persons / sq. mile
SCCS64,5,26-100 persons per sq. mile,26-100 persons / sq. mile
SCCS64,6,101-500 persons per sq. mile,101-500 persons / sq. mile
SCCS64,7,over 500 persons per sq. mile,over 500 persons / sq. mile
SCCS65,NA,Missing data,NA
SCCS65,1,Conical,Conical
SCCS65,2,Beehive,Beehive
SCCS65,3,Dome or hemispherical,Dome or hemispherical
SCCS65,4,Wedge-shape roof,Wedge-shape roof
SCCS65,5,Semicylindrical,Semicylindrical
SCCS65,6,Cone-cylinder,Cone-cylinder
SCCS65,7,"Rectangular on ground, vegetal material walls","Rectangular on ground, vegetal material walls"
SCCS65,8,Rectangular on piles,Rectangular on piles
SCCS65,9,"Rectangular on ground, mineral material walls","Rectangular on ground, mineral walls"
SCCS65,10,Flat roofs,Flat roofs
SCCS65,11,Caves or rock shelters,Caves or rock shelters
SCCS65,12,Tents,Tents
SCCS65,13,Semisubterranean,Semisubterranean
SCCS65,14,Miscellaneous,Miscellaneous
SCCS66,NA,Missing data,NA
SCCS66,1,None,None
SCCS66,2,Residences of influential individuals,Residences of influential individuals
SCCS66,3,Secular or public building(s),Secular or public building(s)
SCCS66,4,Religious or ceremonial building(s),Religious or ceremonial building(s)
SCCS66,5,Military structure(s),Military structure(s)
SCCS66,6,Economic or industrial building(s),Economic or industrial buildings
SCCS67,NA,Missing data,NA
SCCS67,1,Large communal structures,Large communal structures
SCCS67,2,Multi-family dwellings,Multi-family dwellings
SCCS67,3,Single family dwellings,Single family dwellings
SCCS67,4,Family homestead,Family homestead
SCCS67,5,"Multi-dwelling households, each with married pair","Multi-dwelling households, married pair"
SCCS67,6,"Multi-dwelling households, husband rotates among wives","Multi-dwelling households, husband rotates"
SCCS67,7,"Mother-child households, husbands separate","Multi-dwelling households, husbands separate"
SCCS67,8,"Multi-dwelling households, each dwelling occupied by individual married man or woman","Multi-dwelling households, individuals (married)"
SCCS68,NA,Missing data,NA
SCCS68,1,"Monogamous, no polygyny","Monogamous, no polygyny"
SCCS68,2,"Monogamous, < 20 pct polygyny","Monogamous, <20% polygyny"
SCCS68,3,"Polygynous, > 20 pct","Polygynous, > 20%"
SCCS68,4,Polyandrous,Polyandruos
SCCS68,5,"Stem family, monogamy","S Stem family, monogamy"
SCCS68,6,"Stem family, < 20 pct polygyny","Stem family, < 20 % polygyny"
SCCS68,7,"Small extended, monogamy","Small extended, monogamy"
SCCS68,8,"Small extended, < 20 pct polygyny","Small extended, <20 % polygamy"
SCCS68,9,"Small extended, > 20 pct polygyny",>20% polygyny
SCCS68,10,"Large extended, monogamy","Large extended, monogamy"
SCCS68,11,"Large extended, < 20 pct polygyny","Large extended, <20% polygyny"
SCCS68,12,"Large extended, > 20 pct polygyny","Large extended, >20% polygyny"
SCCS69,NA,Missing data,NA
SCCS69,1,Matrilocal or uxorilocal - with wifes kin,Matrilocal or uxorilocal-with wife's kin
SCCS69,2,Avunculocal - with husbands mothers brothers kin,Avunculocal-w/husband's mother's brother's kin
SCCS69,3,Patrilocal or virilocal - with husbands kin,Patrilocal or virilocal
SCCS69,4,Ambilocal - with either wifes or husbands kin,Ambilocal-w/ either wife's or husband's kin
SCCS69,5,Neolocal - separate from kin,Neolocal-separate from kin
SCCS70,NA,Missing data,NA
SCCS70,1,Matrilineal - through female line,Matrilineal-through female line
SCCS70,2,Double descent - separate groups through male and female lines,Double descent-through male and female lines
SCCS70,3,Patrilineal - through male line,Patrilineal-through male line
SCCS70,4,Ambilineal - through one parent in each generation,Ambilineal- through one parent in each generation
SCCS70,5,Bilateral - not a corporate kin group,Bilateral- not a corporate kin group
SCCS71,NA,Missing data,NA
SCCS71,1,"Localized lineages - in community, more than one per community",Localized lineages->1per community
SCCS71,2,Clan communities - core group and spouses constitute community,Clan communities -core group and spouses
SCCS71,3,Dispersed sibs - core group dispersed in different communities,Dispersed sibs- in different communities
SCCS72,NA,Missing data,NA
SCCS72,1,Local endogamy 90-100 pct,Local endogamy 90-100%
SCCS72,2,Local endogamy 61-89 pct (agamous),Local endogamy 61-89% (agamous)
SCCS72,3,Local endogamy 40-60 pct (agamous),Local endogamy 40-60% (agamous)
SCCS72,4,Local endogamy 11-39 pct (agamous),Local endogamy 11-39 % (agamous)
SCCS72,5,Local endogamy 0-10 pct (exogamy),Local endogamy 0-10% (exogamy)
SCCS73,NA,Missing data,NA
SCCS73,1,Lacking or low compared to community segments or larger polity,Lacking/low compared to segments
SCCS73,2,By common residence only,By common residence only
SCCS73,3,"Common Identity, dialect, subculture","Common Identity, dialect, subculture"
SCCS73,4,Overlapping Kin ties,Overlapping kin ties
SCCS73,5,Common social or economic status,Common social or economic status
SCCS73,6,Common political ties,Common political ties
SCCS73,7,Common religious ties,Common religious ties
SCCS74,NA,Missing data,NA
SCCS74,1,Rites of passage,Rites of Passage
SCCS74,2,Calendrical,Calendrical
SCCS74,3,Magical or religious,Magical or religious
SCCS74,4,"Individual sponsored and communally attended (e.g., potlatch)",Individual sponsored and communally attended
SCCS75,NA,Missing data,NA
SCCS75,1,Feasting and/or drinking,Feasting and/or drinking
SCCS75,2,Exchanges other than food,Exchange other than food
SCCS75,3,Entertainment,Entertainment
SCCS75,4,Sacrifice other than human,Sacrafice other than human
SCCS75,5,Human sacrifice,Human sacrifice
SCCS75,6,Masochistic behavior,Masochistic behavior
SCCS76,NA,Missing data,NA
SCCS76,1,No centralized local leadership,No centralized local leadership
SCCS76,2,Higher level only,Higher level only
SCCS76,3,Single local leader,Single local leader
SCCS76,4,Dual/plural headmen,Dual/plural headmen
SCCS76,5,Single local leader and council,Single local leader and council
SCCS76,6,Local councils,Local councils
SCCS76,7,Single local leader and subordinates,Single local leader and subordinates
SCCS76,8,Too complex to be coded,Too complex to be coded
SCCS77,NA,Missing data,NA
SCCS77,1,No headman or council,No headmen or council
SCCS77,2,By appointment,By appointment
SCCS77,3,Seniority,Seniority
SCCS77,4,Divination,Divination
SCCS77,5,Informal consensus,Informal Consensus
SCCS77,6,Electoral process,Electoral Process
SCCS77,7,Patrilineal,Patrilineal
SCCS77,8,Matrilineal,Matrilineal
SCCS77,9,Hereditary with personal qualifications,Hereditary w/ personal qualifications
SCCS78,NA,Missing data,NA
SCCS78,3,Seniority,Seniority
SCCS78,5,Informal consensus,Informal Consensus
SCCS78,6,Electoral process,Electoral Process
SCCS78,7,Patrilineal,Patrilineal
SCCS79,NA,Missing data,NA
SCCS79,1,Polyandry - primarily monogamous with some plural husbands,Polyandry-primarily monogamous
SCCS79,2,Monogamy,Monogamy
SCCS79,3,Polygyny < 20 pct plural wives (if more frequent than polyandry),Polygyny < 20% plural wives
SCCS79,4,Polygyny > 20 pct plural wives (if more frequent than polyandry),Polygyny >20% plural wives
SCCS80,NA,Missing data,NA
SCCS80,1,Nuclear Monogamous,Nuclear Monogamous
SCCS80,2,Nuclear Polygynous,Nuclear Poygynous
SCCS80,3,Stem Family,Stem Family
SCCS80,4,Small extended,Small extended
SCCS80,5,Large extended,Large extended
SCCS81,NA,Missing data,NA
SCCS81,1,Dependent totally,Dependent totally
SCCS81,2,Semi-autonomous,Semi-autonomous
SCCS81,3,Tribute paid,Tribute paid
SCCS81,4,De facto autonomy,De Facto Autonomy
SCCS81,5,Equal status in pluralistic society,Equal status in pluralistic society
SCCS81,6,Fully autonomous,Fully autonomous
SCCS82,NA,Missing data,NA
SCCS82,1,Declining autonomy,Declining Autonomy
SCCS82,2,Declining territory or population control,Declining territory or population control
SCCS82,3,State of equilibrium,State of equilibrium
SCCS82,4,"State of equilibrium, expanding territory","State of equilibrium, expanding territory"
SCCS82,5,Increasing autonomy,Increasing autonomy
SCCS83,NA,Missing data,NA
SCCS83,1,Stateless society,Stateless society
SCCS83,2,Sovereignty 1st hierarchical level up,Sovereignty 1st hierarchical level up
SCCS83,3,Sovereignty 2nd hierarchical level up,Sovereignty 2nd hierarchical level up
SCCS83,4,Sovereignty 3rd or higher hierarchical level,Sovereignty 3rd or higher hierarchical level
SCCS84,NA,Missing data,NA
SCCS84,1,Absent,Absent
SCCS84,2,Peace group,Peace group
SCCS84,3,Alliances,Alliances
SCCS84,4,Confederation,Confederation
SCCS84,5,International organization,International organization
SCCS85,NA,Missing data,NA
SCCS85,1,Absent,Absent
SCCS85,2,Council,Council
SCCS85,3,Executive and Council,Executive and Council
SCCS85,4,Plural executive,Plural executive
SCCS85,5,Single leader,Single leader
SCCS86,NA,Missing data,NA
SCCS86,1,Absent,Absent
SCCS86,2,"Patrilineal, Fa to So","Patrilineal, Fa to So"
SCCS86,3,"Patrilineal, Fa to FaBr, then to So","Patrilineal, Fa to faBr, then to So"
SCCS86,4,"Matrilineal, MoBr to SiSo","Matrilineal, MoBr to SiSo"
