"id","society_name","Reported_Lat","Reported_Lon","source","iso","longitude","latitude","AnnualMeanTemperature","AnnualTemperatureVariance","TemperatureConstancy","TemperatureContingency","TemperaturePredictability","AnnualMeanPrecipitation","AnnualPrecipitationVariance","PrecipitationConstancy","PrecipitationContingency","PrecipitationPredictability","MeanGrowingSeason_duration","NetPrimaryProductivity","BirdDiversity","MammalDiversity","AmphibianDiversity","PlantDiversity","Elevation","Slope"
"If10","Nomoians",6,153,"EA","mrl",153,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ib9","Punan",3,115,"EA","sge",115,3,23.5283333333333,0.0634424242424243,0.814042005203631,0.0436509996471985,0.857693004850829,293.438166666667,10177.1164136364,0.657961079680007,0.0628353896016208,0.720796469281628,12,1034440146944,268.597919854612,138.789292641867,18.8162988126851,5068.74,1144.35192871094,9.50138523311847
"Ig8","Simboese",-8,157,"EA",NA,157,-8,26.6083333333333,0.492690909090909,0.686383987354447,0.178204834354675,0.864588821709122,302.6955,4118.27005909091,0.787189770643139,0.103222520609282,0.890412291252421,12,70660530176,84.8161475365121,11,NA,3421.54,121.379272460938,7.26153564805133
"Ie34","Bgu",-2,140,"EA","bpg",139.75,-2.25,27.4246666666667,0.0800333333333333,0.803015902012348,0.0412545027897568,0.844270404802105,234.5185,1387.02478939394,0.796522735558056,0.154637105155102,0.951159840713157,12,980036354048,NA,NA,NA,2941.71,58.2405548095703,2.01082114464768
"Ih11","Epi",-17,168,"EA","lmu",168.22,-16.8,24.028,1.83344545454545,0.586634006996155,0.247443998934091,0.834078005930246,218.459,6255.75036666667,0.751955419835819,0.22915862431132,0.981114044147139,12,68430774272,NA,NA,NA,NA,175.856216430664,NA
"Ih13","Ranon",-16,168,"EA","mmg",168,-16,23.4883333333333,1.52088787878788,0.603886633904592,0.225249302852322,0.829135936756914,229.2115,6172.70806515152,0.756148300868394,0.227887628281148,0.984035929149542,12,60212482048,NA,2,NA,NA,344.674468994141,NA
"Ie36","Samarokena",-3,140,"EA","tmj",140,-3,26.294,0.200666666666667,0.748408126719551,0.0869741283677408,0.835382255087292,223.2035,2623.56173181818,0.770426041486378,0.229573958513622,1,12,986741014528,214.438327834954,43,16.0592818850774,2862.49,319.741668701172,4.2420076214845
"Ie37","Star Mountain",-5,141,"EA",NA,141,-5,22.2008333333333,0.457528787878788,0.688405335884698,0.125631964297014,0.814037300181712,513.597833333333,3795.02309242424,0.750162327546347,0.0766417251064936,0.826804052652841,12,142230978560,241.294871663891,84.7277504283061,19.7914968815479,3394.18,1371.13134765625,12.1608180002413
"Ab21b","Bomvana",-32,28,"EA","xho",28,-32,16.631,7.90066363636364,0.441120991617049,0.238854054012155,0.679975045629204,60.7945,2858.33715909091,0.296516115009782,0.148645649707951,0.445161764717732,8,383160549376,266.090999422236,72.3392772751903,16.1624212302586,2459.61,648.196960449219,4.14929977316168
"Ac43","Mambwe",9,32,"EA","mgr",32,9,27.3018333333333,2.64656818181818,0.530946157080456,0.138959622247262,0.669905779327718,72.0983333333333,6744.1968969697,0.234762611782397,0.474249396314871,0.709012008097268,6,395712823296,218.765497139403,80.154435043799,14,1068.08,331.449432373047,1.20454549789429
"Ef10","Bihari",25,86,"EA","mai",86,25,24.8155,29.0890590909091,0.374906571727999,0.293029194807742,0.667935766535742,99.3943333333333,17360.3584515152,0.24303824459416,0.388611546739639,0.631649791333799,5,223108186112,192.501945959028,50.125232149514,13,1950.61,186.195281982422,1.85589617200981
"Ca43","Hadendowa",18,36,"EA",NA,36,18,27.2201666666667,18.18395,0.385345211998091,0.262468280530357,0.647813492528448,4.17533333333333,50.7189090909091,0.392633197790066,0.414867392900365,0.807500590690431,NA,14766925824,49,27.3791837020409,1,1012.93,620.236083984375,4.09575273521064
"Ee7","Kachari",27,90,"EA",NA,90,27,13.883,22.6172575757576,0.390767662661718,0.30236098091462,0.693128643576339,183.590333333333,40926.8856484849,0.289160660533916,0.429289168630827,0.718449829164743,7,480899923968,421.523821323961,84.2554137255071,14.2728622280723,3447.79,411.484710693359,22.5518748077524
"Ch10","Romanians",45,26,"EA","ron",26,45,8.52966666666667,78.794496969697,0.243107342320675,0.293342762890984,0.536450105211659,50.4708333333333,1158.89868636364,0.45842314127675,0.105486878556064,0.563910019832814,7,273664409600,124.007269463708,58.208361199486,9.35955960377613,2525.36,89.3688888549805,3.15263430529133
"Ni8","Opata",30,-110,"EA",NA,-110,30,18.7033333333333,40.3341909090909,0.319287862543433,0.269492934373399,0.588780796916832,36.7268333333333,2429.22960454545,0.268846248971962,0.28209780109721,0.550944050069172,2,168866070528,125.438766472228,62.4610834532907,8,2418.23,915.940551757812,5.67095308306914
"Ni9","Tepehuan",27,-107,"EA","ntp",-107,27,13.6593333333333,22.7572151515152,0.359327750873847,0.27990664810075,0.639234398974597,46.0383333333333,3023.06093939394,0.255665873456454,0.277138604116726,0.53280447757318,7,208036773888,154.239460898672,65.8999645349362,6,2910.52,2311.7236328125,3.73360868105124
"Ng13","Abnaki",46,-70,"EA",NA,-70,46,2.65866666666667,130.350796969697,0.204855698169168,0.338711195365918,0.543566893535087,84.7578333333333,1190.08053484849,0.631243189854118,0.0379885015606122,0.669231691414731,6,305400872960,142.005698503952,47,16,1283.48,363.969177246094,2.13167246455583
"Ef3","Aryans",30,75,"EA",NA,75,30,25.3066666666667,61.5481484848485,0.286391356994376,0.31409423446606,0.600485591460435,33.3105,3160.85281060606,0.241490506664089,0.278997864631695,0.520488371295784,2,224273776640,135.177437342633,40,8,771.223,205.56916809082,NA
"Si9","Aueto",-12,-54,"EA","awe",-54,-12,25.93,0.907006060606061,0.594114146480789,0.066542892706472,0.660657039187261,169.194166666667,19021.3043833333,0.367679745550756,0.530492510973114,0.89817225652387,8,1045338587136,357.506677068385,127.760534280106,43.5862078874543,3446.45,257.816955566406,NA
"Ed16","Cantonese",23,113,"EA","yue",113,23,22.2165,32.2514348484848,0.354097905405563,0.286197976153142,0.640295881558705,136.758166666667,14054.0297469697,0.31227791103721,0.207093871959674,0.519371782996884,10,149578596352,182.561323637749,66.9533148237911,21.6219070269162,3227.22,11.6470756530762,4.34050870725018
"Ng14","Chickasaw",35,-85,"EA","cic",-85,35,15.0536666666667,64.4516151515152,0.270006104278643,0.268677109555241,0.538683213833884,113.282,3794.52944545455,0.516643640164367,0.0415087177050638,0.558152357869431,10,459667177472,118.252175266267,52.6862007266035,30.9069492215658,2241.99,351.259735107422,3.99125365484551
"Ng15","Chitimacha",30,-90,"EA","ctm",-90,30,20.332,40.277203030303,0.322865165170931,0.268216591084015,0.591081756254946,127.378,4897.29260606061,0.500041089692131,0.0562040761601119,0.556245165852243,12,372054491136,99.3711892436875,29.6679840130571,19.5832570025907,2010.54,1.11958467960358,NA
"Ab22","Chopi",-25,35,"EA","cce",34.55,-24.75,22.8171666666667,6.85331666666667,0.461517503625942,0.237283938982118,0.69880144260806,76.2828333333333,5010.86020454546,0.352354559465541,0.117957991506455,0.470312550971996,8,NA,284.175712219961,77.6469139023625,27.944640362746,3071.48,53.7165565490723,1.15693180254679
"Ne21","Coahuilteco",29,-99,"EA","xcw",-99,29,21.954,52.0141545454546,0.292224036337838,0.268342916831973,0.560566953169811,43.3306666666667,1341.37447878788,0.351848201920844,0.0974792876356,0.449327489556444,7,253213982720,100.228089720228,49.026953057753,16,1908,136.781387329102,1.08294977760414
"Sa14","Guaymi",8,-81,"EA","gym",-81,8,24.5081666666667,0.479240909090909,0.690323813251241,0.153695447327739,0.844019260578979,174.564833333333,15226.7719378788,0.444007667011289,0.315481286546384,0.759488953557673,9,423630045184,242.221894754003,126.396321569515,10,5625.28,242.289428710938,2.5371607305116
"Nj11","Huastec",22,-99,"EA",NA,-99,22,22.8361666666667,14.0146590909091,0.392671443452958,0.213745531026989,0.606416974479947,108.856166666667,21734.5723439394,0.283857123796397,0.234587263475814,0.518444387272211,10,599599153152,220.39730631936,102.990345736305,9.70443401815007,3001.64,85.6027755737305,7.30849071053325
"Ai4","Ingassana",11,34,"EA","tbi",34,11,27.5186666666667,3.68541515151515,0.497609214488667,0.168432057386707,0.666041271875374,71.1426666666667,7549.30387575758,0.258547740929038,0.497633135217953,0.756180876146991,6,374076899328,206.045884293777,71.1089655328793,9,1076.24,723.14697265625,2.58327048123545
"Ed13","Ishigakians",24,124,"EA","rys",123.8,24.35,22.275,16.9352393939394,0.391249679320693,0.274126006959897,0.66537568628059,174.764333333333,13209.0709545455,0.48601431107016,0.0485210110322222,0.534535322102382,12,50258259968,55,NA,8,NA,142.46923828125,NA
"Sa15","Jacaltec",14,-90,"EA","jac",-90,14,22.3283333333333,1.02525757575758,0.602623873239085,0.12934949895074,0.731973372189825,226.7745,48057.9068257576,0.373817524770144,0.391628281759969,0.765445806530113,7,861773430784,161.286552787848,106.729389900294,17.3376789146471,NA,576.687316894531,7.99867482141147
"Sa16","Jicaque",15,-87,"EA","jic",-87,15,20.782,2.57396666666667,0.56050421204159,0.192395670786269,0.75289988282786,155.182666666667,9829.9116030303,0.458755371379319,0.258175403473258,0.716930774852577,9,729088196608,183.437046731047,129.26856511702,19.9906641123602,4086.59,952.834167480469,9.58350584800199
"Aj30","Karamojong",2,34,"EA","kdj",34,2,23.461,0.96159696969697,0.623398801077835,0.214251221272243,0.837650022350079,73.2628333333333,2881.89583484849,0.362707414536744,0.170412706133581,0.533120120670325,9,647330594816,306.26905578343,144.928605395684,17.593063080004,1922.37,1092.42199707031,1.1272457290499
"Eg12","Khond",18,82,"EA","kxu",82,18,24.582,9.95104545454545,0.433396848605793,0.268849779001824,0.702246627607618,101.862,15158.8298,0.168815515717737,0.335399462748097,0.504214978465834,6,434691211264,217.087078976205,52.100880676313,17,1400.86,609.591918945312,4.03440468226653
"Nf15","Kickapoo",43,-90,"EA","kic",-90,43,7.40233333333333,132.630427272727,0.19544600060963,0.303187894836177,0.498633895445807,63.1885,2004.94201969697,0.461757505881458,0.122618128247021,0.584375634128479,7,376703713280,133.007528275168,45.5999581447988,11.414816667338,1344.48,292.375549316406,1.56838133116084
"Ed14","Man",22,105,"EA",NA,105,22,23.9921666666667,23.4088772727273,0.381604200366935,0.277863111684871,0.659467312051806,131.058,18690.0558606061,0.30084797155612,0.321096239380156,0.621944210936276,7,551852376064,287.123032487821,119.016705956118,39.2591474262857,3405.36,142.923049926758,7.77319759765333
"Nj5","Mazateco",18,-97,"EA","mau",-97,18,18.5058333333333,4.63818333333333,0.473938005976816,0.197784546795414,0.67172255277223,57.2515,3236.03124090909,0.357872745258268,0.295010741222603,0.652883486480871,8,783522267136,133.905446272183,119.634958171288,11.2864651314233,4624.52,1521.259765625,11.0352161254946
"Ei17","Mikir",26,94,"EA","mjw",94,26,21.3303333333333,15.4016606060606,0.424635464355532,0.272732738585477,0.697368202941009,175.619666666667,27729.9319878788,0.291470877834348,0.35833673200882,0.649807609843168,8,547728162816,337.307240150745,95.4608231685236,25.6021196150743,3204.61,1251.11059570312,4.26689136804505
"Nj12","Mixtec",18,-98,"EA",NA,-98,18,23.1968333333333,6.00698333333333,0.456209342730075,0.216835961312322,0.673045304042397,56.6963333333333,4473.82712121212,0.266134635776999,0.346123563311885,0.612258199088884,6,376281694208,100.741072009638,87.7181817083842,6.96259016994763,4012.47,1958.03503417969,5.28150037475616
"Ed15a","Miyakans",24,125,"EA","rys",125,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sb3","Motilon",9,-72,"EA","mot",-72,9,28.391,0.322272727272727,0.68774449649006,0.0606371670264919,0.748381663516552,145.049166666667,7148.12880757576,0.523622151566441,0.133129223387641,0.656751374954082,12,708343955456,324.791643960498,162.037911006818,20.2285708597289,3147.13,154.20166015625,NA
"Nj13","Otomi",20,-99,"EA",NA,-99,20,15.8545,6.58675606060606,0.433449127075814,0.170910583164395,0.604359710240209,47.7571666666667,3941.26712575758,0.282185496953923,0.266861319996481,0.549046816950403,6,251091861504,131.807645038415,86.8909807450791,11,3713.83,2484.33544921875,3.44228207015571
"Aj31","Pari",5,33,"EA","lkr",33,5,27.2566666666667,1.63507272727273,0.573258984933681,0.172082286179308,0.745341271112989,64.2391666666667,2593.91527727273,0.344186917297363,0.276048241563665,0.620235158861028,7,427070128128,301.462509096903,117.072390936639,21,1557.62,613.913635253906,1.59173451166107
"Sf8","Piro",-12,-73,"EA","cuj",-73,-12,18.835,0.847827272727273,0.574596185960917,0.0773373840212399,0.651933569982157,92.9063333333333,3862.27073030303,0.486459573428075,0.382791809188579,0.869251382616653,12,1016245714944,447.924896792106,170.330491024843,10.0257766457078,2992.84,954.710815429688,5.32215722854145
"Sa17","Pokomam",15,-91,"EA",NA,-91,15,15.0865,2.40789848484848,0.54969963467834,0.188184204828338,0.737883839506678,225.292666666667,30891.9306030303,0.442128318595842,0.298718317825064,0.740846636420906,10,656392847360,176.330976327365,100.972457308588,15.2260437003135,4733.49,1683.46557617188,4.49668957741569
"Ei15","Rengama",26,94,"EA","nre",94,26,21.3303333333333,15.4016606060606,0.424635464355532,0.272732738585477,0.697368202941009,175.619666666667,27729.9319878788,0.291470877834348,0.35833673200882,0.649807609843168,8,547728162816,337.307240150745,95.4608231685236,25.6021196150743,3204.61,1251.11059570312,4.26689136804505
"Sc14","Rucuyen",3,-55,"EA",NA,-55,3,25.3715,0.354222727272727,0.686331299807394,0.115801554619325,0.802132854426718,198.303666666667,18569.7807424242,0.44056141301135,0.223539519657482,0.664100932668832,11,1064366047232,430.582280214142,184.677599316352,82.2801077991427,4110.34,354.554168701172,2.25857931252742
"Nh26","Santa Clara",36,-106,"EA","tew",-106,36,7.72,75.012496969697,0.246874585808042,0.327041728742183,0.573916314550224,30.8168333333333,433.257568181818,0.460876833745638,0.103087891227514,0.563964724973151,6,241983963136,154.763057785565,80.4572627389829,10.9838608874968,1954.18,2600.72045898438,5.41568146683033
"Nh27","Santo Domingo",36,-105,"EA","kee",-105,36,4.85966666666667,65.5006636363636,0.262564670818768,0.306282237578432,0.5688469083972,37.2711666666667,1005.56831969697,0.411176568629959,0.152754295154199,0.563930863784158,5,156467806208,145.04920598735,68.0259970021397,11.7796180388551,1835.93,1935.42578125,6.16144064606581
"Nj14","Tequistlatec",16,-96,"EA",NA,-96,16,15.682,0.758772727272727,0.614891917574944,0.0841032982276637,0.698995215802607,97.4871666666667,13695.5643984849,0.268505689032741,0.381200848914138,0.649706537946879,6,56518574080,192.965477171233,102.838419264455,15.9295978568287,NA,168.923767089844,20.7924391003475
"Se12","Tucano",0,-70,"EA","tuo",-70,0,25.6213333333333,0.34170303030303,0.706551266342862,0.116778887343302,0.823330153686164,269.124,5667.03665757576,0.70789643727087,0.129044782179228,0.836941219450098,12,953760481280,403.153863701668,164.665436916514,66.0278230179559,4060.27,164.028335571289,1.40163934230804
"Sa2","Tzeltal",17,-92,"EA","tzb",-92,17,24.0791666666667,3.44058939393939,0.530697428538517,0.186658621034716,0.717356049573233,149.406666666667,12927.7750424242,0.388401860212682,0.205548900475056,0.593950760687738,12,891436204032,218.82312104453,127.438729986573,7.6714682890242,3883.27,1082.33911132812,10.0315896622335
"Sf9","Uru",-16,-69,"EA","ure",-69,-16,9.2265,3.93809848484849,0.481030356304424,0.153381859470546,0.63441221577497,63.0205,3071.22885606061,0.374919061621018,0.360251153455569,0.735170215076587,NA,295773667328,100.300689243546,65.3367777941874,6,2328.04,3885.31323242188,2.03410853518571
"Eb8","Uzbek",43,60,"EA",NA,60,43,10.6281666666667,156.995916666667,0.201320650031684,0.328051669092449,0.529372319124133,8.01016666666667,30.6890196969697,0.431083219185708,0.294688121914512,0.72577134110022,NA,56827740160,120,36,NA,700.442,66.7744445800781,NA
"Aa4","Bergdama",-22,16,"EA","naq",16,-22,21.441,13.4026151515152,0.433797582964931,0.313212954881096,0.747010537846027,16.2546666666667,840.970993939394,0.21298617408718,0.429109391710765,0.642095565797944,2,101416476672,216.264422099166,70.0006894360363,5,1231.55,1181.32885742188,4.15415019273383
"Aa9","Hatsa Kindiga",-3,35,"EA","hts",35,-3,19.8938333333333,1.31192575757576,0.651485336468447,0.237002078439975,0.888487414908423,43.8191666666667,2409.2597469697,0.255870562475555,0.263173103068323,0.519043665543879,6,347733098496,338.000877756001,149.836871543901,34.9653205556124,2330.6,1642.45422363281,1.87323351974682
"Aa1","Kung  ",-20,21,"EA",NA,21,-20,22.3738333333333,18.5201015151515,0.411868642571705,0.270651099769658,0.682519742341362,33.978,2349.82723030303,0.284833832630039,0.408006362734231,0.69284019536427,4,144103931904,205.051913747381,73,11.5681208109452,1090.39,1016.00555419922,1.01308151337031
"Aa3","Nama",-26,18,"EA","naq",18,-26,20.3008333333333,28.1591833333333,0.351191103440372,0.302836328065315,0.654027431505687,10.0955,254.275753030303,0.268318393467053,0.412018739973798,0.680337133440851,NA,23744911360,136.157876998856,55.8396595683971,3,1584.18,1056.19494628906,3.31760891905931
"Aa7","Naron",-20,24,"EA","nhr",24,-20,22.5706666666667,18.278903030303,0.401288784091327,0.251288751963025,0.652577536054353,33.4205,2411.7481530303,0.207478690509194,0.455751156400262,0.663229846909456,4,191809126400,283.385783403091,87.1321754934373,16,1218.63,919.657775878906,NA
"Aa6","Sandawe",-5,36,"EA","sad",36,-5,19.8668333333333,2.14954393939394,0.625048100732391,0.250089353155038,0.875137453887429,47.5773333333333,3652.73614545455,0.193279915275789,0.391130125526391,0.58441004080218,5,476159574016,344.772994954758,144.313418584341,37.3095207853889,2013.6,1435.65966796875,2.44964469894454
"Aa8","Xam",-30,23,"EA","xam",23,-30,17.4065,34.7362257575758,0.325031551642947,0.305116570452769,0.630148122095716,16.1286666666667,369.148118181818,0.318654202382688,0.175414706243319,0.494068908626008,NA,64798720000,170.16924843632,51.4344550089847,8.62182041658795,1266.9,1069.61694335938,2.27796027080827
"Ai37","Koalib",12,31,"EA","kib",31,12,27.4586666666667,4.34920606060606,0.471634517083769,0.153704286787828,0.625338803871597,45.8751666666667,3769.90305,0.309927516565733,0.499063713087496,0.808991229653229,5,233759342592,198.724970380513,58.2459701299625,4,1013.79,767.872497558594,1.85722175867245
"Ai38","Korongo",10,30,"EA","kgo",30,10,27.6105,3.28261060606061,0.503134386235637,0.148483721638396,0.651618107874033,63.1405,5845.78013181818,0.280628884104913,0.480781319255842,0.761410203360754,6,253300948992,203.731796133653,70.7859804729522,7,1145.51,384.786102294922,NA
"Ai39","Mesakin",11,30,"EA",NA,30,11,26.966,3.54826363636364,0.490567707620776,0.14621559472816,0.636783302348936,60.38,5070.69027272727,0.328197385803555,0.455735251682745,0.7839326374863,6,272635445248,206.07303182754,61.8603448492496,5,1066.6,565.958312988281,3.78585187538212
"Ai40","Moro",11,30,"EA","mor",30,11,26.966,3.54826363636364,0.490567707620776,0.14621559472816,0.636783302348936,60.38,5070.69027272727,0.328197385803555,0.455735251682745,0.7839326374863,6,272635445248,206.07303182754,61.8603448492496,5,1066.6,565.958312988281,3.78585187538212
"Ai2","Nyaro",11,31,"EA","fuj",31,11,27.1368333333333,3.39031363636364,0.491363055731714,0.145442386197662,0.636805441929376,60.3761666666667,5238.16690454546,0.290102084617734,0.489694030760637,0.77979611537837,6,287990480896,205.290975802648,67.5813385961734,5,1069.94,476.456939697266,3.27159848842028
"Ai10","Otoro",12,31,"EA","otr",31,12,27.4586666666667,4.34920606060606,0.471634517083769,0.153704286787828,0.625338803871597,45.8751666666667,3769.90305,0.309927516565733,0.499063713087496,0.808991229653229,5,233759342592,198.724970380513,58.2459701299625,4,1013.79,767.872497558594,1.85722175867245
"Ai41","Tira",11,30,"EA","tic",30,11,26.966,3.54826363636364,0.490567707620776,0.14621559472816,0.636783302348936,60.38,5070.69027272727,0.328197385803555,0.455735251682745,0.7839326374863,6,272635445248,206.07303182754,61.8603448492496,5,1066.6,565.958312988281,3.78585187538212
"Ai42","Tullishi",12,29,"EA",NA,29,12,26.697,6.37762424242424,0.442312718452586,0.184766996585461,0.627079715038047,41.9936666666667,3362.7737969697,0.279216761134123,0.506939681725849,0.786156442859972,4,164543774720,193.473371769035,52.7463237986144,3,999.303,640.778869628906,1.16468632716225
"Ag14","Baga",10,-14,"EA",NA,-14,10,26.5838333333333,1.24551060606061,0.585237542241554,0.153908078425806,0.73914562066736,219.558333333333,72268.4085878788,0.180874341573149,0.521359430087437,0.702233771660585,7,531798425600,NA,81.5324857400376,NA,1967.59,123.137222290039,NA
"Ag15","Balante",12,-16,"EA","ble",-16,12,26.4938333333333,1.82659848484849,0.546811562407572,0.117600414785739,0.664411977193311,140.830833333333,45550.921480303,0.250777876656901,0.512125354842657,0.762903231499558,5,289103839232,265.275645308522,94,NA,1431.96,15.1247539520264,1.00710233892286
"Ag16","Banyune",12,-16,"EA",NA,-16,12,26.4938333333333,1.82659848484849,0.546811562407572,0.117600414785739,0.664411977193311,140.830833333333,45550.921480303,0.250777876656901,0.512125354842657,0.762903231499558,5,289103839232,265.275645308522,94,NA,1431.96,15.1247539520264,1.00710233892286
"Ag21","Bassari",12,-13,"EA","bsc",-13,12,27.4923333333333,4.65240606060606,0.486697659781166,0.219733892797976,0.706431552579141,132.048333333333,30893.8291272727,0.290438923283731,0.512647959248725,0.803086882532456,6,569427099648,226.119379985536,93.5597893604412,27,1484.62,421.848602294922,1.58798325041134
"Ag17","Biafada",12,-15,"EA","bif",-15,12,26.8618333333333,2.91590757575758,0.513192225538033,0.188260074996624,0.701452300534657,137.7525,41633.3632924242,0.242072071895246,0.528776229114474,0.77084830100972,5,532029571072,254.60133805062,107.341017479936,28,1411.7,40.1496505737305,1.01060681953446
"Ag18","Bijogo",11,-16,"EA","bjg",-16.15,11.1,26.9798333333333,1.81258939393939,0.548142867586235,0.149591691614697,0.697734559200932,158.4635,40794.9080621212,0.182345434226257,0.574789350775847,0.757134785002104,5,68069253120,NA,NA,NA,1408.73,13.8026962280273,NA
"Ab10","Pondo",-31,30,"EA","xho",30,-31,18.736,4.93399090909091,0.479444675052973,0.207574341575794,0.687019016628767,89.9393333333333,4765.18265454546,0.38002306680551,0.13748105099384,0.51750411779935,11,63743868928,297.940135419385,70.9671855867008,26.2868089965667,NA,219.959213256836,5.10654812703557
"Ag8","Coniagui",13,-13,"EA","cou",-13,13,28.2365,6.35078636363636,0.459742670819258,0.218335725428584,0.678078396247842,103.839,24835.0673242424,0.25549095527741,0.485567400689728,0.741058355967138,5,405310898176,259.723510763929,99.1148403282763,26.5706542362722,1090.55,104.236114501953,1.08989109146571
"Ag19","Diola",12,-17,"EA","dyo",-16.25,12,26.4938333333333,1.82659848484849,0.546811562407572,0.117600414785739,0.664411977193311,140.830833333333,45550.921480303,0.250777876656901,0.512125354842657,0.762903231499558,5,67888209920,265.275645308522,90.0570042541259,NA,1408.73,13.8998861312866,1.00710233892286
"Ac21","Bunda",-5,19,"EA","nuu",19,-5,24.815,0.164812121212121,0.779597371849192,0.128983638469422,0.908581010318614,132.6625,7209.41288030303,0.44701549632242,0.300977431699392,0.747992928021811,9,636906504192,228.458616641217,100.885613600602,17,2015.61,573.457763671875,1.57807066320128
"Ac29","Luwa",-7,19,"EA","shc",19,-7,22.996,0.398451515151515,0.718711701386497,0.163030975464756,0.881742676851253,117.385833333333,7105.84004393939,0.433631507858842,0.376511758240494,0.810143266099336,9,641934557184,227.37490692581,95,16,2058.87,967.684143066406,2.76580023665013
"Af55","Gola",7,-11,"EA","gol",-11,7,26.349,0.861918181818182,0.615048827064889,0.138036014420047,0.753084841484936,264.826333333333,51125.1871787879,0.305525656877919,0.376248132287923,0.681773789165842,9,618061168640,297.130852149154,114.165419744514,36,2150.49,122.759811401367,1.06543285758261
