taxon,glottocode,xd_ids,soc_ids
baju1245,baju1245,,Ad1
baka1272,baka1272,,B63
baka1277,baka1277,,Si3
bakh1245,bakh1245,,Ea8
bako1249,bako1249,,Ae53
bakw1243,bakw1243,,Af46
bala1301,bala1301,,Ag15
bali1274,bali1274,,Ae33
bali1278,bali1278,,Ib3
bamb1264,bamb1264,,B60
bamb1269,bamb1269,,Ag1
bamu1253,bamu1253,,Ae50
bana1287,bana1287,,If14
bana1292,bana1292,,Ie27
band1339,band1339,,B119
band1349,band1349,,Ae55
band1352,band1352,,Af54
bank1259,bank1259,,Ag3
bann1248,bann1248,,"Nd63, B252"
baou1238,baou1238,,Af9
bara1361,bara1361,,Ai27
bari1297,bari1297,,Sb3
basa1282,basa1282,,"Ah11, Ah12"
bash1264,bash1264,,ch12
bask1236,bask1236,,Ca28
bass1257,bass1257,,Ea6
bass1258,bass1258,,Ag21
bata1285,bata1285,,Ae47
bata1289,bata1289,,Ib4
bata1298,bata1298,,Ia3
bata1301,bata1301,,B2
bata1314,bata1314,,Ah34
bath1248,bath1248,,Cb14
bauu1243,bauu1243,,Ih14
baya1255,baya1255,,Ch10
beav1236,beav1236,,"B344, Na29"
beka1240,beka1240,,B61
bela1254,bela1254,,Ch6
bell1243,bell1243,,"B291, Nb9"
bell1263,bell1263,,"B283, Nb23"
bena1262,bena1262,,Ad11
bend1258,bend1258,,Ad18
beng1280,beng1280,,Ef2
bera1259,bera1259,,Ae34
beri1255,beri1255,,B294
bero1242,bero1242,,Ah17
bets1235,bets1235,,Eh10
bhil1251,bhil1251,,Ef5
bhoj1244,bhoj1244,,Ef11
biaf1240,biaf1240,,Ag17
bidy1244,bidy1244,,Ag18
bila1255,bila1255,,Ae30
bili1260,bili1260,,Ca37
bini1246,bini1246,,Af24
binj1250,binj1250,,Ae39
birh1242,birh1242,,B18
bish1251,bish1251,,Ca5
biss1248,biss1248,,Ag53
bita1251,bita1251,,Ah27
bloo1239,bloo1239,,"B259, Ne13"
bogh1241,bogh1241,,Ah18
boky1238,boky1238,,Af17
bola1250,bola1250,,Ig15
bomv1238,bomv1238,,Ab21b
bomw1238,bomw1238,,Ae43
bong1285,bong1285,,Ai35
bong1287,bong1287,,Ie34
bora1271,bora1271,,Ca11
bord1248,bord1248,,Sa1
bori1243,bori1243,,Ee1
boro1274,boro1274,,"Cb8, Cb24"
boro1282,boro1282,,"Si1, B41"
boto1242,boto1242,,B7
boun1243,boun1243,,Ag35
braz1246,braz1246,,Cf4
brib1243,brib1243,,Sa5
bube1242,bube1242,,Ae44
budu1250,budu1250,,Ae31
budu1265,budu1265,,Cb5
budz1238,budz1238,,Ae37
buga1250,buga1250,,Ie28
buku1249,buku1249,,Ad41
bulg1262,bulg1262,,Ch5
buli1254,buli1254,,Ag38
bunu1267,bunu1267,,Ia10
bura1292,bura1292,,Ah35
burj1242,burj1242,,Ca14
buru1296,buru1296,,Ee2
bush1247,bush1247,,Ac4
buyu1239,buyu1239,,Ac31
bwai1242,bwai1242,,Ig16
cadd1256,cadd1256,,"Nf14, Nf8"
cahu1264,cahu1264,,"Nc31, B144"
cama1252,cama1252,,Sc11
came1252,came1252,,Ah4
cane1242,cane1242,,Sj4
cari1277,cari1277,,"B374, Na21, B383"
carn1240,carn1240,,Eh5
caro1242,caro1242,,If15
carr1249,carr1249,,"Na19, B349"
casi1235,casi1235,,B12
cata1286,cata1286,,Ng9
ceba1235,ceba1235,,Ag32
cebu1242,cebu1242,,Ia12
cent1972,cent1972,,Ci11
cent2004,cent2004,,Ed8
cent2084,cent2084,,B14
cent2089,cent2089,,Ia4
cent2100,cent2100,,Ib5
cent2126,cent2126,,Ed7
cent2131,cent2131,,Ni1
cent2132,cent2132,,Nj9
cent2136,cent2136,,"Na35, B337"
cent2140,cent2140,,"Nc5, B175"
cent2142,cent2142,,Sf2
cent2150,cent2150,,Sf4
cent2194,cent2194,,Cd7
cent2292,cent2292,,Ia8
chac1249,chac1249,,Sf3
chac1251,chac1251,,Se11
chak1266,chak1266,,Ei10
cham1312,cham1312,,If8
chap1266,chap1266,,"B28, ec14"
char1283,char1283,,Cb16
chem1251,chem1251,,Nd54
chen1255,chen1255,,"Eg1, B15"
cher1273,cher1273,,Ng5
chew1246,chew1246,,Ac10
chey1247,chey1247,,"B245, Ne5"
chha1249,chha1249,,Eg9
chib1270,chib1270,,Sf6
chic1270,chic1270,,Ng14
chic1272,chic1272,,"Ni5, B191"
chig1238,chig1238,,Ad13
chil1280,chil1280,,"B348, Nd8"
chil1281,chil1281,,"B279, Nb27"
chil1282,chil1282,,Nj1
chim1301,chim1301,,"Nb33, B162"
chin1286,chin1286,,"B274, Nb19"
chip1261,chip1261,,"B355, Na30"
chiq1248,chiq1248,,Se7
chit1248,chit1248,,Ng15
choc1276,choc1276,,Ng12
chok1245,chok1245,,Ac12
chon1248,chon1248,,B52
chor1273,chor1273,,Sa3
chuk1273,chuk1273,,Ec3
chuu1238,chuu1238,,If2
chuv1255,chuv1255,,ch14
cind1241,cind1241,,Ah14
clal1241,clal1241,,"B285, Nb16"
clas1250,clas1250,,Nj2
clel1238,clel1238,,Ah13
coah1252,coah1252,,"Ne21, B194"
coas1301,coas1301,,B168
coca1259,coca1259,,Se10
coch1273,coch1273,,Nh7
coco1261,coco1261,,Nh19
coeu1236,coeu1236,,"Nd14, B320"
cogu1240,cogu1240,,Sb2
coma1245,coma1245,,"B241, Ne3"
cons1245,cons1245,,Cd17
coos1249,coos1249,,"B275, Nb21"
copi1238,copi1238,,Ab22
copp1244,copp1244,,"Na3, B381"
cowi1241,cowi1241,,"B280, Nb26"
cree1270,cree1270,,Ng3
crow1244,crow1244,,"B248, Ne4"
cruz1243,cruz1243,,"Nc28, B161"
cube1242,cube1242,,Se5
cupe1243,cupe1243,,"Nc32, B145"
curr1243,curr1243,,Sc9
czec1258,czec1258,,Ch3
daas1238,daas1238,,Ca20
dagb1246,dagb1246,,Ag44
dako1258,dako1258,,Ne20
dama1270,dama1270,,Aa4
dand1238,dand1238,,Eg3
dann1241,dann1241,,Af56
darl1243,darl1243,,B128
dato1239,dato1239,,Aj28
daur1238,daur1238,,Eb4
daza1242,daza1242,,Cc14
dege1248,dege1248,,"Na8, B357"
dehu1237,dehu1237,,Ih7
dera1248,dera1248,,Cb28
dhop1238,dhop1238,,Aj10
dhuw1249,dhuw1249,,"Id2, B88"
didi1258,didi1258,,Aj19
dier1241,dier1241,,"Id4, B121"
digo1243,digo1243,,Ad30
dill1242,dill1242,,Ai8
dime1235,dime1235,,Ca24
ding1239,ding1239,,Ac22
dita1238,dita1238,,Ag51
djab1234,djab1234,,B133
djin1252,djin1252,,B85
dobu1241,dobu1241,,Ig5
dogo1295,dogo1295,,Ag34
dogr1252,dogr1252,,"B361, Na15"
doko1244,doko1244,,Ae38
dorz1235,dorz1235,,Ca41
doya1240,doya1240,,Ai16
dual1243,dual1243,,Ae12
duru1249,duru1249,,Ad31
dutc1256,dutc1256,,Cg1
dyan1251,dyan1251,,Ag33
dyul1238,dyul1238,,Ag27
east2270,east2270,,Ch7
east2304,east2304,,Ea10
east2328,east2328,,Ch4
east2333,east2333,,Ej2
east2352,east2352,,Ee8
east2379,east2379,,"Id1, B124"
east2420,east2420,,Aj23
east2447,east2447,,Ii8
east2533,east2533,,"B298, Na9"
east2535,east2535,,"Na24, B388"
east2542,east2542,,"Na39, B327"
east2545,east2545,,"Nc18, B158, B159"
east2555,east2555,,Sh7
east2563,east2563,,Ej11
ebir1243,ebir1243,,Af13
efee1239,efee1239,,B64
efik1245,efik1245,,Af19
egba1238,egba1238,,Af32
egyp1246,egyp1246,,Cd6
egyp1253,egyp1253,,Cd2
ejag1239,ejag1239,,Af18
ekar1243,ekar1243,,Ie1
ekit1244,ekit1244,,Af33
ekon1238,ekon1238,,Ae20
eloy1241,eloy1241,,Af27
enap1235,enap1235,,Sc13
enga1252,enga1252,,Ie7
erzy1239,erzy1239,,ch15
esto1258,esto1258,,ch16
etky1238,etky1238,,Ah24
even1259,even1259,,ec16
eyak1241,eyak1241,,"B295, Nb5"
fang1246,fang1246,,Ae3
fant1241,fant1241,,Af42
fefe1239,fefe1239,,Ae5
fipa1238,fipa1238,,Ad19
flin1247,flin1247,,B98
fonn1241,fonn1241,,Af1
fore1270,fore1270,,Ie31
fuga1235,fuga1235,,Ca39
furr1244,furr1244,,Cb17
gaaa1244,gaaa1244,,Af43
gaga1249,gaga1249,,ch17
gaga1251,gaga1251,,B91
gagu1242,gagu1242,,Af51
gali1257,gali1257,,Ce2
gali1262,gali1262,,Sb4
gami1243,gami1243,,B125
gana1278,gana1278,,B135
gand1255,gand1255,,Ad7
gari1256,gari1256,,Sa7
garo1247,garo1247,,Ei1
gbar1246,gbar1246,,Af28
gbir1241,gbir1241,,Ah6
gede1246,gede1246,,Ca15
ghat1242,ghat1242,,Cc11
gheg1238,gheg1238,,Ce1
ghil1238,ghil1238,,Ea11
gily1242,gily1242,,"B25, Ec1"
giry1241,giry1241,,Ad32
gitx1241,gitx1241,,B293
gogo1263,gogo1263,,Ad24
gola1255,gola1255,,Af55
goro1270,goro1270,,Ca9
gosi1242,gosi1242,,"Nd48, B214"
gour1243,gour1243,,Ag45
gras1249,gras1249,,Ie24
gros1243,gros1243,,"B253, Ne1"
guai1237,guai1237,,B190
guan1277,guan1277,,Cd11
guat1253,guat1253,,"Si6, B42"
gude1246,gude1246,,Ah36
guib1246,guib1246,,Af7
guja1252,guja1252,,Ef9
gunn1247,gunn1247,,B86
gunn1248,gunn1248,,"Id11, B87"
gunw1252,gunw1252,,B84
guro1248,guro1248,,Af52
gusi1247,gusi1247,,Ad12
gwee1242,gwee1242,,Af50
gwic1235,gwic1235,,"B356, Na20"
gwii1239,gwii1239,,B74
haaa1252,haaa1252,,Ae14
hade1248,hade1248,,Ca43
hadz1240,hadz1240,,"Aa9, B69"
haio1238,haio1238,,B68
hais1244,hais1244,,"B287, Nb8"
hait1244,hait1244,,Sb9
halh1238,halh1238,,Eb3
hame1242,hame1242,,"Ca19, Ca21"
hann1241,hann1241,,B351
hano1247,hano1247,,Nh2
hanu1241,hanu1241,,Ia5
hass1238,hass1238,,"Cd9, Cc19, Cc18, Cc17, Cc7, Cc1"
haus1257,haus1257,,Cb25
hava1249,hava1249,,Nd3
hawa1245,hawa1245,,Ij6
haya1250,haya1250,,Ad42
haza1239,haza1239,,Ea3
hebr1245,hebr1245,,Cj3
hehe1240,hehe1240,,Ad8
here1253,here1253,,Ab1
hida1246,hida1246,,Ne15
high1242,high1242,,Nj14
high1243,high1243,,Nj4
high1276,high1276,,Nj3
hlai1239,hlai1239,,Ed9
hoch1243,hoch1243,,Nf2
hogg1238,hogg1238,,Cc9
holi1241,holi1241,,B364
hooo1248,hooo1248,,Ef4
hopi1249,hopi1249,,Nh18
hozo1236,hozo1236,,Ai47
huaa1248,huaa1248,,B76
huas1242,huas1242,,Nj11
huau1238,huau1238,,Nj5
huic1243,huic1243,,Ni3
humb1243,humb1243,,Cb3
hund1239,hund1239,,Ae15
hung1274,hung1274,,Ch8
hupa1239,hupa1239,,"B180, Nb35"
hwan1240,hwan1240,,Ah37
iatm1242,iatm1242,,Ie35
iban1264,iban1264,,Ib1
ibib1240,ibib1240,,Af20
icel1247,icel1247,,Cg2
idak1243,idak1243,,Ad40
idom1241,idom1241,,Af29
ifee1241,ifee1241,,Af34
igal1242,igal1242,,Af30
igut1238,igut1238,,Ah9
ilaa1245,ilaa1245,,Af6
ilaa1246,ilaa1246,,Ac1
imer1248,imer1248,,Ci8
indu1241,indu1241,,Ea4
ingr1248,ingr1248,,ch18
ioul1238,ioul1238,,Cc8
iowa1246,iowa1246,,Nf10
iraq1241,iraq1241,,Ca4
iris1253,iris1253,,Cg3
isek1239,isek1239,,Af22
isla1276,isla1276,,"B282, Nb14"
isok1239,isok1239,,Af25
isth1238,isth1238,,Nj7
itel1242,itel1242,,ec13
iyow1239,iyow1239,,Sh5
jara1245,jara1245,,B6
jaru1254,jaru1254,,B108
java1254,java1254,,Ib2
jebl1238,jebl1238,,Cd15
jeme1245,jeme1245,,Nh8
jena1242,jena1242,,Ag28
jenn1240,jenn1240,,"B21, B20"
jewi1240,jewi1240,,Cj4
jibu1239,jibu1239,,Ah23
jica1244,jica1244,,Nh16
jiee1239,jiee1239,,Aj21
jirj1239,jirj1239,,"Id12, B94"
jola1263,jola1263,,Ag19
juku1254,juku1254,,Ah2
jurm1239,jurm1239,,Ai36
kaba1278,kaba1278,,Ci4
kabi1261,kabi1261,,Ag49
kaby1243,kaby1243,,Cd4
kach1279,kach1279,,Ee7
kach1280,kach1280,,Ei5
kada1242,kada1242,,B19
kada1284,kada1284,,Ah19
kadi1248,kadi1248,,Sh4
kafa1242,kafa1242,,Ca30
kago1246,kago1246,,Ah20
kagu1239,kagu1239,,Ad50
kakw1240,kakw1240,,Aj14
kala1377,kala1377,,B82
kala1381,kala1381,,Af21
kali1309,kali1309,,"Nd13, Nd12, B330, B326"
kalm1243,kalm1243,,Ci1
kama1373,kama1373,,Si5
kamb1297,kamb1297,,Ad34
kamb1299,kamb1299,,Ic9
kamo1255,kamo1255,,Ie30
kamv1242,kamv1242,,Ea5
kane1243,kane1243,,Cb18
kang1285,kang1285,,"Aa5, B65"
kano1249,kano1249,,"Cb1, Cb9"
kaon1241,kaon1241,,Ac32
kapi1249,kapi1249,,Ii7
kaqc1270,kaqc1270,,Sa11
kara1289,kara1289,,"B193, Ne16"
kara1464,kara1464,,ch22
kara1476,kara1476,,B104
kara1481,kara1481,,Ad38
kara1500,kara1500,,Sj1
karb1241,karb1241,,Ei17
kare1348,kare1348,,Cb10
kari1304,kari1304,,"B106, Id5"
karo1304,karo1304,,"B182, Nb34"
karr1236,karr1236,,B116
kase1253,kase1253,,Ag13
kash1277,kash1277,,Ef8
kash1280,kash1280,,B165
kask1239,kask1239,,"Na4, B346"
kata1265,kata1265,,Ah1
kaur1267,kaur1267,,B129
kawa1283,kawa1283,,"Nc27, B199"
kaya1319,kaya1319,,B103
kaza1248,kaza1248,,Eb1
keii1239,keii1239,,Ic8
keiy1238,keiy1238,,Aj25
kele1255,kele1255,,Ae27
kens1248,kens1248,,"B9, Ej3"
kenu1236,kenu1236,,Cd1
keny1279,keny1279,,Af16
kere1283,kere1283,,Ad43
kett1243,kett1243,,"B24, Ec8"
khan1273,khan1273,,Ec10
khar1296,khar1296,,Cb4
khas1269,khas1269,,Ei8
kich1262,kich1262,,Sa13
kick1244,kick1244,,Nf15
kiku1240,kiku1240,,Ad4
kili1267,kili1267,,Ig2
kili1268,kili1268,,"Nc34, B146"
kima1246,kima1246,,Ie18
kimm1245,kimm1245,,Ed14
kiny1244,kiny1244,,Ae10
kiow1264,kiow1264,,"B244, Ne2"
kiow1266,kiow1266,,"B243, Ne17"
kips1239,kips1239,,Aj9
kitj1240,kitj1240,,B101
klam1254,klam1254,,"Nc8, Nc9, B189, B188"
klao1243,klao1243,,Af48
koal1240,koal1240,,Ai37
kobu1239,kobu1239,,B370
koda1255,koda1255,,Eg5
kodi1247,kodi1247,,Ic13
koit1244,koit1244,,Ie20
komc1235,komc1235,,Ae54
komo1260,komo1260,,Ae32
konk1269,konk1269,,Ag10
kons1243,kons1243,,Ca1
konz1239,konz1239,,Ad44
kooo1244,kooo1244,,Ai2
koor1239,koor1239,,"Ca12, Ca40"
koro1310,koro1310,,Ia17
kory1246,kory1246,,Ec5
kosr1238,kosr1238,,If11
kota1274,kota1274,,Ae41
kotz1238,kotz1238,,B371
koya1251,koya1251,,Eg11
koyu1237,koyu1237,,B354
kren1239,kren1239,,"B48, Sj5"
kron1241,kron1241,,Ai38
kuaa1238,kuaa1238,,B75
kubu1239,kubu1239,,"B3, Ib8"
kuii1252,kuii1252,,Eg12
kuik1246,kuik1246,,Si10
kuku1273,kuku1273,,B96
kuku1285,kuku1285,,Aj15
kumi1248,kumi1248,,"Nc6, Nh20, B147"
kumy1244,kumy1244,,Ci3
kuna1268,kuna1268,,Ca33
kund1255,kund1255,,Ac37
kups1238,kups1238,,Aj27
kura1249,kura1249,,Ah21
kura1250,kura1250,,Ag24
kuru1302,kuru1302,,Ef6
kusa1250,kusa1250,,Ag41
kusk1241,kusk1241,,"B369, B299, B296, Na6"
kusu1252,kusu1252,,Ae22
kute1249,kute1249,,"Nd7, B250"
kwaa1265,kwaa1265,,Ae7
kwai1243,kwai1243,,Ig18
kwak1269,kwak1269,,"B288, Nb3"
kwas1243,kwas1243,,Ae42
kwer1261,kwer1261,,Ad27
kwom1262,kwom1262,,Ie12
kxoe1243,kxoe1243,,B67
labo1236,labo1236,,Ce4
labr1244,labr1244,,"B372, Na23"
labw1238,labw1238,,Aj22
laca1243,laca1243,,Sa10
lacs1238,lacs1238,,"Na34, B334"
lagw1237,lagw1237,,Ai18
laka1252,laka1252,,Ai13
lake1258,lake1258,,"Nc21, B170"
lako1247,lako1247,,"B249, Ne8"
lala1264,lala1264,,Ac33
lama1277,lama1277,,Ic7
lamb1271,lamb1271,,Ac5
lame1256,lame1256,,Ej1
lame1260,lame1260,,Ih11
lamn1239,lamn1239,,Ae56
lamo1243,lamo1243,,If16
lang1320,lang1320,,Ad25
lang1324,lang1324,,Aj4
lara1258,lara1258,,B83
lard1243,lard1243,,B102
lati1261,lati1261,,Ce3
latv1249,latv1249,,ch21
laua1243,laua1243,,Ih4
lega1249,lega1249,,Ae17
lele1265,lele1265,,Ac23
lele1270,lele1270,,Ig10
lenc1242,lenc1242,,Sa12
lend1245,lend1245,,Ai29
leng1257,leng1257,,Ab16
lepc1244,lepc1244,,Ee3
lese1243,lese1243,,Ai30
libe1247,libe1247,,Af15
liby1240,liby1240,,Cd20
ligo1238,ligo1238,,Aj8
lill1248,lill1248,,"Nd9, B276"
limb1268,limb1268,,Ae57
ling1263,ling1263,,Ae28
lipa1241,lipa1241,,"Nh24, B240"
lith1251,lith1251,,Ch9
livv1243,livv1243,,ch19
livv1244,livv1244,,ch24
lobe1242,lobe1242,,Ab14
lobi1245,lobi1245,,Ag11
logo1259,logo1259,,Ai31
loka1252,loka1252,,Af4
lomb1254,lomb1254,,Ae35
long1389,long1389,,Ah30
long1393,long1393,,Ae24
long1395,long1395,,Ig20
loth1237,loth1237,,Ei2
lowe1427,lowe1427,,B272
lowe1436,lowe1436,,B122
lozi1239,lozi1239,,Ab3
luba1249,luba1249,,Ae16
luba1250,luba1250,,Ae6
lubu1243,lubu1243,,Ia16
luch1239,luch1239,,Ac27
lugb1240,lugb1240,,Ai32
lugu1238,lugu1238,,Ad14
luim1238,luim1238,,Ac28
luis1253,luis1253,,"Nc33, B150"
lule1254,lule1254,,Cg4
lumm1243,lumm1243,,"B277, Nb15"
lund1266,lund1266,,Ac6
luok1236,luok1236,,Aj6
luse1252,luse1252,,Ae29
lush1249,lush1249,,Ei20
luun1238,luun1238,,Ac34
luva1239,luva1239,,Ac11
maba1273,maba1273,,Ai45
macu1259,macu1259,,Sc12
madi1260,madi1260,,Ai33
mafa1239,mafa1239,,Ah7
maha1287,maha1287,,Ef7
mait1250,mait1250,,Ef10
maka1311,maka1311,,Ic1
maka1318,maka1318,,"B286, Nb24"
makh1264,makh1264,,Ac42
mako1251,mako1251,,Ac41
mala1464,mala1464,,Eg6
mala1468,mala1468,,B11
mala1479,mala1479,,Ej8
malb1235,malb1235,,Ag36
male1284,male1284,,Ca22
mama1271,mama1271,,Ag31
mamb1296,mamb1296,,Ac43
mamm1241,mamm1241,,Sa8
mamp1244,mamp1244,,Ag46
mamu1253,mamu1253,,B105
mamv1243,mamv1243,,Ai5
mana1295,mana1295,,Ie29
manc1252,manc1252,,Ed3
mand1415,mand1415,,Ed10
mand1423,mand1423,,Ac39
mand1425,mand1425,,Aj16
mand1446,mand1446,,Ne6
mang1399,mang1399,,Cb19
mang1401,mang1401,,Ij7
mans1258,mans1258,,ec15
mans1267,mans1267,,"Ca36, Ca38"
manz1243,manz1243,,Ai24
maor1246,maor1246,,Ij2
maqu1238,maqu1238,,Sc16
mara1382,mara1382,,Ei4
marg1265,marg1265,,Ah5
mari1440,mari1440,,Nh5
mart1256,mart1256,,B111
masa1299,masa1299,,Ad9
masa1300,masa1300,,Aj2
masa1322,masa1322,,Ai9
masi1268,masi1268,,B66
matt1238,matt1238,,"Nb38, B169"
mbal1257,mbal1257,,Ac15
mban1263,mban1263,,Ai25
mbes1238,mbes1238,,Ae36
mbug1242,mbug1242,,Ad5
mbum1254,mbum1254,,Ai14
mbya1239,mbya1239,,Sj10
meen1242,meen1242,,Aj18
meke1243,meke1243,,Ie22
mend1266,mend1266,,Af5
meno1252,meno1252,,Nf9
ment1249,ment1249,,Ib7
meri1243,meri1243,,Eh2
meru1245,meru1245,,Ad35
mesc1238,mesc1238,,"B242, Nh15, Nh1"
mesk1242,mesk1242,,Nf7
meso1252,meso1252,,Cj10
meta1238,meta1238,,Ae59
mezq1235,mezq1235,,Nj13
miam1252,miam1252,,Nf4
midd1325,midd1325,,ch20
midg1235,midg1235,,Ie38
mido1240,mido1240,,Cb11
mika1239,mika1239,,Ng2
mikm1235,mikm1235,,"B329, Na41"
mina1268,mina1268,,Ib6
minn1241,minn1241,,Ed6
miya1259,miya1259,,Ed15a
mlab1235,mlab1235,,B16
mmen1238,mmen1238,,Ae52
moba1244,moba1244,,Ag50
moch1256,moch1256,,Ad3
mode1248,mode1248,,Ce7
mogh1245,mogh1245,,Ea7
moha1256,moha1256,,Nh21
moke1242,moke1242,,Ej6
mokp1239,mokp1239,,Ae2
mold1248,mold1248,,ch25
moli1248,moli1248,,Ig19
momj1237,momj1237,,Ah32
mono1275,mono1275,,"Nc23, B202, B206, B157, B211, B219, Nd29, Nd30"
mont1268,mont1268,,"B342, Na32"
moro1285,moro1285,,Ai40
mort1237,mort1237,,If10
moru1253,moru1253,,Ai34
moss1236,moss1236,,"Ag2, Ag47"
mota1237,mota1237,,Ih1
motu1246,motu1246,,Ie10
mpon1252,mpon1252,,Ab10
mpuo1241,mpuo1241,,Ac21
mudu1242,mudu1242,,Ig17
mukh1238,mukh1238,,Eg14
mull1237,mull1237,,B99
mund1320,mund1320,,Eg8
mund1325,mund1325,,Ai15
mund1330,mund1330,,Sd1
mung1266,mung1266,,Ae49
muon1246,muon1246,,Ej13
mura1272,mura1272,,Sc3
musg1254,musg1254,,Ai19
myen1241,myen1241,,Ae46
naka1262,naka1262,,Ig7
nama1265,nama1265,,Aa3
nana1257,nana1257,,Ec9
nand1266,nand1266,,Aj7
nank1249,nank1249,,Ag12
nara1262,nara1262,,Ca32
naro1249,naro1249,,"Aa7, B73"
narr1259,narr1259,,B131
nask1242,nask1242,,"B365, Na5"
natc1249,natc1249,,Ng7
natu1246,natu1246,,Ih9
naur1243,naur1243,,If13
nava1243,nava1243,,Nh3
ndau1241,ndau1241,,Ab17
ndon1254,ndon1254,,Ab19
ndoo1241,ndoo1241,,Ah26
ndyu1242,ndyu1242,,Sc18
neap1235,neap1235,,Ce5
nege1240,nege1240,,Ej16
negi1245,negi1245,,ec17
nene1249,nene1249,,Ec4
nets1241,nets1241,,"Na43, B382, B387"
nezp1238,nezp1238,,"B324, Nd20"
ngaa1240,ngaa1240,,B118
ngab1239,ngab1239,,Sa14
ngad1258,ngad1258,,B132
ngad1260,ngad1260,,B110
ngal1298,ngal1298,,Ie37
ngan1291,ngan1291,,"B27, ec12"
ngan1302,ngan1302,,Ae23
ngas1240,ngas1240,,Ah16
ngba1284,ngba1284,,Ai23
ngiz1242,ngiz1242,,Cb29
ngon1268,ngon1268,,Ad16
ngon1269,ngon1269,,Ac9
ngul1246,ngul1246,,Ad51
nina1238,nina1238,,"B36, Sd6"
nise1244,nise1244,,"Nc13, B163"
niue1239,niue1239,,Ii9
njye1238,njye1238,,Ae40
nkhu1238,nkhu1238,,Ab20
nkun1238,nkun1238,,Ae4
nort1550,nort1550,,Nh9
nort1551,nort1551,,"B223, B226, B231, Nd24, Nd25, Nd21, Nd22, Nd23"
nort2676,nort2676,,ch13
nort2690,nort2690,,Eb8
nort2702,nort2702,,Eg13
nort2745,nort2745,,"B26, Ec6"
nort2747,nort2747,,Ed4
nort2765,nort2765,,Af2
nort2770,nort2770,,Ai12
nort2774,nort2774,,Ai26
nort2775,nort2775,,Ai7
nort2795,nort2795,,Ab9
nort2819,nort2819,,Ag30
nort2839,nort2839,,Ih13
nort2843,nort2843,,Ih8
nort2845,nort2845,,Ij3
nort2877,nort2877,,Ia2
nort2937,nort2937,,"Nc3, B154"
nort2938,nort2938,,"B290, Nb1"
nort2941,nort2941,,B363
nort2942,nort2942,,"Na16, B358, B352, B350"
nort2944,nort2944,,"Na2, B389"
nort2945,nort2945,,B375
nort2952,nort2952,,"B185, Nc12"
nort2955,nort2955,,"Nd64, Nd46, Nd47, Nd45, Nd5, B207, B229, B213, B227, B232"
nort2959,nort2959,,Ni9
nort2966,nort2966,,"Nc17, B173"
nort2972,nort2972,,Sa4
nort2986,nort2986,,Nj12
nort3051,nort3051,,"Ca10, Ca2"
nort3133,nort3133,,"Cb12, Cb13, Cc6"
nort3137,nort3137,,Cj2
nort3140,nort3140,,Cj1
nort3141,nort3141,,Cj7
nots1237,nots1237,,Ig4
